user,location,content,time
SingleCellMedia,Italy,RT @pcnmartin: Following the single cell sessions at #RECOMB2020 . I got to say this conference has really stepped up the virtual conferenc…,2020-06-22 20:04:40
OmicsOmicsBlog,"Boston, MA","RT @nomad421: If you are having trouble getting audio in the #RECOMB2020 sessions, try using a private / incognito tab.  Not exactly sure w…",2020-06-22 19:58:25
pcnmartin,"Copenhagen, Denmark",Following the single cell sessions at #RECOMB2020 . I got to say this conference has really stepped up the virtual… https://t.co/uFfHCJhX1T,2020-06-22 19:57:20
seankenneths,,RT @hajirasouliha: I am chairing the virtual @recomb2020 session on Cancer today. It starts at 4:40 pm EST (in ~3 hours). I hope you can al…,2020-06-22 19:56:50
compBiology,"Cambridge, England",Lisa Tucker-Kellogg presenting TRANSCOMPP at #RECOMB2020  Understanding phenotypic plasticity by estimating Markov… https://t.co/ku3gHMIIWO,2020-06-22 19:46:18
ZaminIqbal,"Cambridge, England","RT @nomad421: If you are having trouble getting audio in the #RECOMB2020 sessions, try using a private / incognito tab.  Not exactly sure w…",2020-06-22 19:20:46
seankenneths,,"RT @jmuiuc: Please join us for the ""Single-Cell Genomics"" session that I will chair today (starting 3pm ET) at #RECOMB2020 (https://t.co/hh…",2020-06-22 19:16:08
nomad421,,"If you are having trouble getting audio in the #RECOMB2020 sessions, try using a private / incognito tab.  Not exac… https://t.co/0AmNtHVhp2",2020-06-22 19:10:32
compBiology,"Cambridge, England","Starting the Single-Cell Genomics Session at #RECOMB2020  ""Supervised Adversarial Alignment of Single-Cell RNA-seq""… https://t.co/Z8NxWyCirv",2020-06-22 19:07:09
yuefeng_1,"Chicago, IL","RT @jmuiuc: Please join us for the ""Single-Cell Genomics"" session that I will chair today (starting 3pm ET) at #RECOMB2020 (https://t.co/hh…",2020-06-22 19:05:19
krzaczek2403,"Cambridge, England",#RECOMB2020 conference is on now ! Looking forward to the single-cell session !,2020-06-22 18:18:43
whitefoxsc,The Netherlands,RT @ahmedElkoussy: Looking forward to presebt out benchmark of single cell classifiers today at #RECOMB2020 at 9:20pm CEST... Very exciting…,2020-06-22 18:17:18
SingleCellMedia,Italy,RT @ahmedElkoussy: Looking forward to presebt out benchmark of single cell classifiers today at #RECOMB2020 at 9:20pm CEST... Very exciting…,2020-06-22 18:04:27
_Gunveen_,,"RT @ChelemResearch: We're spending this week virtually hanging out at #RECOMB2020.
Give a wave if you're there too!",2020-06-22 18:04:21
ahmedElkoussy,"Leiden, The Netherlands",Looking forward to presebt out benchmark of single cell classifiers today at #RECOMB2020 at 9:20pm CEST... Very exc… https://t.co/AhANHu8nwx,2020-06-22 17:57:17
aaron_mckenna,"Thetford, VT","RT @jmuiuc: Please join us for the ""Single-Cell Genomics"" session that I will chair today (starting 3pm ET) at #RECOMB2020 (https://t.co/hh…",2020-06-22 17:57:02
pepeb_5,,"RT @jmuiuc: Please join us for the ""Single-Cell Genomics"" session that I will chair today (starting 3pm ET) at #RECOMB2020 (https://t.co/hh…",2020-06-22 17:55:59
Neda_TV,"Atlanta, GA",RT @hajirasouliha: I am chairing the virtual @recomb2020 session on Cancer today. It starts at 4:40 pm EST (in ~3 hours). I hope you can al…,2020-06-22 17:44:22
hajirasouliha,"New York, USA",I am chairing the virtual @recomb2020 session on Cancer today. It starts at 4:40 pm EST (in ~3 hours). I hope you c… https://t.co/eWKtzkRPQm,2020-06-22 17:43:49
davidvanvalen,"Pasadena, CA","RT @jmuiuc: Please join us for the ""Single-Cell Genomics"" session that I will chair today (starting 3pm ET) at #RECOMB2020 (https://t.co/hh…",2020-06-22 17:30:30
silvacbio,"Belo Horizonte, Brasil",RT @BajayStephanie: Joing the #free #virtual edition of #RECOMB2020: 24TH INTERNATIONAL CONFERENCE ON RESEARCH IN COMPUTATIONAL MOLECULAR B…,2020-06-22 17:26:42
jmuiuc,"Pittsburgh, PA","Please join us for the ""Single-Cell Genomics"" session that I will chair today (starting 3pm ET) at #RECOMB2020 (… https://t.co/ZRpp4Vcm74",2020-06-22 17:26:01
EngIPM,"Belfer Research Building 413 East 69th Street, New York, NY📍",RT @hajirasouliha: The one-page summary slide about #RECOMBCCB2020 I just shared in the main @recomb2020 business meeting. Thanks again to…,2020-06-22 17:16:48
hajirasouliha,"New York, USA",The one-page summary slide about #RECOMBCCB2020 I just shared in the main @recomb2020 business meeting. Thanks agai… https://t.co/d4bZyWYlU3,2020-06-22 17:12:00
EricM_Liu,"New York, NY",RT @grytesatas: Excited to present our recent work on single-cell tumor phylogeny inference at #RECOMB2020 at 5pm (EST) today (available vi…,2020-06-22 16:46:35
ZaccaSimo,Princeton University,RT @grytesatas: Excited to present our recent work on single-cell tumor phylogeny inference at #RECOMB2020 at 5pm (EST) today (available vi…,2020-06-22 16:45:33
cbg_ethz,Basel,"RT @pepeb_5: Really happy to have the opportunity to give a talk at #RECOMB2020 today. 
I will present the work Nico Borgsmüler and I have…",2020-06-22 15:41:57
allawayr,"Seattle, WA","Whova else is a little overwhelmed by the number of conference app emails? #RECOMB2020 

(side note: I will never,… https://t.co/kPIj8q6fqd",2020-06-22 15:23:52
2YasmineMANSOUR,France,"Enjoying day1 @recomb2020

The @WhovaSupport app is helping a lot with easily getting engaged and making the most o… https://t.co/oYLLsZAifP",2020-06-22 15:16:53
alavimir,,Excited to be presenting our recent paper on enabling cell type classification across various heterogenous batches… https://t.co/aST6Z6gwEY,2020-06-22 15:16:05
KaryAnn_Ocana,"Río de Janeiro, Brasil","RT @recomb2020: #RECOMB2020 starts today with an exciting program and more than 3300 registered attendees 
(you can still register here htt…",2020-06-22 15:14:16
BajayStephanie,,Joing the #free #virtual edition of #RECOMB2020: 24TH INTERNATIONAL CONFERENCE ON RESEARCH IN COMPUTATIONAL MOLECUL… https://t.co/gTaWPdJ6hK,2020-06-22 14:39:55
VDumeaux,"Montreal, Canada",@recomb2020 @hajirasouliha It works. Thank you!,2020-06-22 14:18:42
VDumeaux,"Montreal, Canada",@recomb2020 @hajirasouliha I also registered but did not receive a zoom link.,2020-06-22 14:03:56
gacatag,"Helsinki ,Finland","#RECOMB2020 begins. 1st keynote speaker, Manuela Helmer, presented about lncRNA function discovery and 2ndary #RNA… https://t.co/REvS43OT2N",2020-06-22 13:53:33
TastanOznur,"İstanbul, Türkiye",She is quite excited by lncRNAs. #RECOMB2020 https://t.co/14qDIwO85J,2020-06-22 13:38:23
pepeb_5,,"RT @bbglab: Today our PhD student @pepeb_5 will present the work performed alongside Nico Borgsmüller at #RECOMB2020
Stay tuned at 10 pm (E…",2020-06-22 13:26:07
alexisvdb,"Osaka, Japan",@recomb2020 I signed up for #RECOMB2020 but I am living in Japan. The time difference is a bit painful... Is there… https://t.co/GhFKOow8L9,2020-06-22 13:25:10
ChelemResearch,Jerusalem,"We're spending this week virtually hanging out at #RECOMB2020.
Give a wave if you're there too!",2020-06-22 13:22:10
MartinaRDmgt,"Barcelona, Spain","RT @bbglab: Today our PhD student @pepeb_5 will present the work performed alongside Nico Borgsmüller at #RECOMB2020
Stay tuned at 10 pm (E…",2020-06-22 13:21:27
bbglab,Barcelona,"Today our PhD student @pepeb_5 will present the work performed alongside Nico Borgsmüller at #RECOMB2020
Stay tuned… https://t.co/W0bsLfoOKO",2020-06-22 13:19:42
stchlk,,"RT @recomb2020: #RECOMB2020 will take place entirely virtually on June 22-25, 2020, with required registration (at the link https://t.co/BX…",2020-06-22 13:19:01
Quizzomaniac,,"An interesting take on how lncRNAs can have functions...

#recomb2020 https://t.co/FTBzv5SWPH",2020-06-22 13:19:00
UthsavC,"Princeton, NJ",RT @grytesatas: Excited to present our recent work on single-cell tumor phylogeny inference at #RECOMB2020 at 5pm (EST) today (available vi…,2020-06-22 13:15:26
grytesatas,"Princeton, NJ",Excited to present our recent work on single-cell tumor phylogeny inference at #RECOMB2020 at 5pm (EST) today (avai… https://t.co/0VPuaj78cq,2020-06-22 13:13:45
aditi_shenoy,"Stockholm, Sweden","RT @recomb2020: #RECOMB2020 starts today with an exciting program and more than 3300 registered attendees 
(you can still register here htt…",2020-06-22 13:11:33
Winter_Madness_,Onde o Mestre perdeu os dados,"RNA secondary structure: chasing functions for lncRNAs
#RECOMB2020 https://t.co/6wVTu6zofq",2020-06-22 13:04:44
recomb2020,"Padova, Italy","The first #keynote talk ""RNA secondary structure: chasing functions for lncRNAs"" by Manuela Helmer-Citterich is liv… https://t.co/MGY79lnCq1",2020-06-22 13:03:05
EricM_Liu,"New York, NY","RT @pepeb_5: Really happy to have the opportunity to give a talk at #RECOMB2020 today. 
I will present the work Nico Borgsmüler and I have…",2020-06-22 12:59:30
gerlach_d,"Vienna, Austria","RT @pepeb_5: Really happy to have the opportunity to give a talk at #RECOMB2020 today. 
I will present the work Nico Borgsmüler and I have…",2020-06-22 12:58:39
krassowski_m,"Oxford, England",#recomb2020 is starting NOW,2020-06-22 12:58:33
nlbigas,Barcelona,"RT @pepeb_5: Really happy to have the opportunity to give a talk at #RECOMB2020 today. 
I will present the work Nico Borgsmüler and I have…",2020-06-22 12:56:01
SilverCat89,Quito - Ecuador,"RT @recomb2020: #RECOMB2020 starts today with an exciting program and more than 3300 registered attendees 
(you can still register here htt…",2020-06-22 12:55:35
Quizzomaniac,,"And so it begins! 

@recomb2020 #recomb2020",2020-06-22 12:51:27
ANUJSIN64421818,,"About to start in a minute!!!
#RECOMB2020 
#Virtual https://t.co/4sTxivWc5D",2020-06-22 12:44:58
_mamiewang_,,"RT @recomb2020: #RECOMB2020 starts today with an exciting program and more than 3300 registered attendees 
(you can still register here htt…",2020-06-22 12:38:37
Winter_Madness_,Onde o Mestre perdeu os dados,"RT @recomb2020: #RECOMB2020 starts today with an exciting program and more than 3300 registered attendees 
(you can still register here htt…",2020-06-22 12:12:27
hajirasouliha,"New York, USA","RT @recomb2020: #RECOMB2020 starts today with an exciting program and more than 3300 registered attendees 
(you can still register here htt…",2020-06-22 12:04:56
BioMedAI_CDT,"Edinburgh, Scotland","RT @recomb2020: #RECOMB2020 starts today with an exciting program and more than 3300 registered attendees 
(you can still register here htt…",2020-06-22 10:09:39
BQPMalfoy,"Lille, France","RT @recomb2020: #RECOMB2020 starts today with an exciting program and more than 3300 registered attendees 
(you can still register here htt…",2020-06-22 10:09:39
SingleCellMedia,Italy,"RT @hania_kranas: Interested in single cell mutations analysis and/or clustering? If you're joining @recomb2020 today, definitely tune in f…",2020-06-22 10:04:09
azzaea_,"Groningen, Nederland","RT @recomb2020: #RECOMB2020 starts today with an exciting program and more than 3300 registered attendees 
(you can still register here htt…",2020-06-22 10:00:18
recomb2020,"Padova, Italy","#RECOMB2020 starts today with an exciting program and more than 3300 registered attendees 
(you can still register… https://t.co/0pQee7FeDj",2020-06-22 09:57:18
ShadiShafighi,,looking forward to hearing your talk! #RECOMB2020 https://t.co/SXkuUaKMyu,2020-06-22 09:38:11
bbglab,Barcelona,"RT @pepeb_5: Really happy to have the opportunity to give a talk at #RECOMB2020 today. 
I will present the work Nico Borgsmüler and I have…",2020-06-22 09:33:03
MartinaRDmgt,"Barcelona, Spain","RT @pepeb_5: Really happy to have the opportunity to give a talk at #RECOMB2020 today. 
I will present the work Nico Borgsmüler and I have…",2020-06-22 09:32:31
OliverosWinona,"Barcelona, Espanya","RT @pepeb_5: Really happy to have the opportunity to give a talk at #RECOMB2020 today. 
I will present the work Nico Borgsmüler and I have…",2020-06-22 09:27:55
IRBBarcelona,"Barcelona, Spain","RT @pepeb_5: Really happy to have the opportunity to give a talk at #RECOMB2020 today. 
I will present the work Nico Borgsmüler and I have…",2020-06-22 09:09:20
hania_kranas,Barcelona,"Interested in single cell mutations analysis and/or clustering? If you're joining @recomb2020 today, definitely tun… https://t.co/8etz8c90D8",2020-06-22 09:08:39
fran_mj88,"Barcelona, España","RT @pepeb_5: Really happy to have the opportunity to give a talk at #RECOMB2020 today. 
I will present the work Nico Borgsmüler and I have…",2020-06-22 09:08:19
pfalef,"Basel, Switzerland","RT @pepeb_5: Really happy to have the opportunity to give a talk at #RECOMB2020 today. 
I will present the work Nico Borgsmüler and I have…",2020-06-22 09:04:52
SingleCellMedia,Italy,"RT @pepeb_5: Really happy to have the opportunity to give a talk at #RECOMB2020 today. 
I will present the work Nico Borgsmüler and I have…",2020-06-22 09:04:35
pepeb_5,,"Really happy to have the opportunity to give a talk at #RECOMB2020 today. 
I will present the work Nico Borgsmüler… https://t.co/bEh9cFZFUm",2020-06-22 09:03:12
2YasmineMANSOUR,France,And it is a wonderful completely new experience so far.. Even before the actual beginning of the event 😀… https://t.co/V5HW9gltiP,2020-06-22 07:46:05
hyunhwanj,"Houston, TX","RT @recomb2020: @enricoferrero The program will be updated soon here https://t.co/AeLzx18465 , all times are US Eastern Time",2020-06-22 06:54:18
hyunhwanj,"Houston, TX","RT @recomb2020: #RECOMB2020 will take place entirely virtually on June 22-25, 2020, with required registration (at the link https://t.co/BX…",2020-06-22 06:39:18
santanalele_,"Wellington, NZ",RT @recomb2020: We are really excited to announce that more than 2800 attendees signed-up for the #free #virtual edition of #RECOMB2020! De…,2020-06-22 06:26:14
santanalele_,"Wellington, NZ",@recomb2020 Will the talks be made available to be watched on demand? That would be fab! Thanks :),2020-06-22 06:25:58
tisimpson,Edinburgh,@recomb2020 @BioMedAI_CDT,2020-06-22 04:30:03
chgaleanom,,"RT @recomb2020: #RECOMB2020 will take place entirely virtually on June 22-25, 2020, with required registration (at the link https://t.co/BX…",2020-06-22 03:47:45
Yh_Taguchi,東京都文京区,"RT @d_kihara: Join us at RECOMB, which starts tomorrow, Mon 6/22. This year it is a virtual conference and registration is free!  I'll chai…",2020-06-21 22:11:30
GTerashi,"West Lafayette, IN","RT @d_kihara: Join us at RECOMB, which starts tomorrow, Mon 6/22. This year it is a virtual conference and registration is free!  I'll chai…",2020-06-21 21:03:52
GTerashi,"West Lafayette, IN",RT @recomb2020: We are really excited to announce that more than 2800 attendees signed-up for the #free #virtual edition of #RECOMB2020! De…,2020-06-21 21:03:36
d_kihara,"Indiana, USA",RT @recomb2020: We are really excited to announce that more than 2800 attendees signed-up for the #free #virtual edition of #RECOMB2020! De…,2020-06-21 19:35:19
d_kihara,"Indiana, USA","Join us at RECOMB, which starts tomorrow, Mon 6/22. This year it is a virtual conference and registration is free!… https://t.co/X4P8uhU6CT",2020-06-21 19:34:49
SapovalNicolae,"Houston, TX","RT @danfdeblasio: Join us on Wednesday at @recomb2020 for a discussion on the Future of Algorithms in Biology with panelist @BenLangmead, C…",2020-06-21 17:22:41
OmicsOmicsBlog,"Boston, MA","RT @danfdeblasio: Join us on Wednesday at @recomb2020 for a discussion on the Future of Algorithms in Biology with panelist @BenLangmead, C…",2020-06-21 16:55:18
hendrick0403,"Taipei City, Taiwan",it's a good start to be involved in this #RECOMB2020 virtual conference via #Whova event app https://t.co/SgVR6a7dUA https://t.co/X1VA73jwYm,2020-06-21 13:51:12
DCGenomics,"Pittsburgh, PA","RT @danfdeblasio: Join us on Wednesday at @recomb2020 for a discussion on the Future of Algorithms in Biology with panelist @BenLangmead, C…",2020-06-21 10:41:23
BiswapriyaMisra,"Amaravati, India","RT @krassowski_m: Two #multiomics talks tomorrow at the @recomb2020
 conference (virtual, no registration fee, still open!):
- MONET: Multi…",2020-06-21 08:31:21
CuypersWim,Antwerp,"RT @danfdeblasio: Join us on Wednesday at @recomb2020 for a discussion on the Future of Algorithms in Biology with panelist @BenLangmead, C…",2020-06-21 07:52:23
traingene,"Houston, TX","RT @danfdeblasio: Join us on Wednesday at @recomb2020 for a discussion on the Future of Algorithms in Biology with panelist @BenLangmead, C…",2020-06-20 19:12:41
sjackman,"Vancouver, Canada","RT @danfdeblasio: Join us on Wednesday at @recomb2020 for a discussion on the Future of Algorithms in Biology with panelist @BenLangmead, C…",2020-06-20 17:45:01
ckingsford,"Pittsburgh, PA","RT @danfdeblasio: Join us on Wednesday at @recomb2020 for a discussion on the Future of Algorithms in Biology with panelist @BenLangmead, C…",2020-06-20 17:20:45
jdidion,"Rockville, MD","RT @danfdeblasio: Join us on Wednesday at @recomb2020 for a discussion on the Future of Algorithms in Biology with panelist @BenLangmead, C…",2020-06-20 16:59:27
ananth_k,,"RT @danfdeblasio: Join us on Wednesday at @recomb2020 for a discussion on the Future of Algorithms in Biology with panelist @BenLangmead, C…",2020-06-20 16:30:33
BenLangmead,"Baltimore, MD","RT @danfdeblasio: Join us on Wednesday at @recomb2020 for a discussion on the Future of Algorithms in Biology with panelist @BenLangmead, C…",2020-06-20 16:13:55
danfdeblasio,"El Paso, TX",Join us on Wednesday at @recomb2020 for a discussion on the Future of Algorithms in Biology with panelist… https://t.co/HrxfNGhF8s,2020-06-20 15:58:22
YuanhuaHuang,Hong Kong,RT @recomb2020: We are really excited to announce that more than 2800 attendees signed-up for the #free #virtual edition of #RECOMB2020! De…,2020-06-20 01:07:02
Jonnygfrazer,"Boston, MA",RT @recomb2020: We are really excited to announce that more than 2800 attendees signed-up for the #free #virtual edition of #RECOMB2020! De…,2020-06-19 17:31:01
hajirasouliha,"New York, USA",RT @Arvind_k_Iyer: Awseome &amp; intresenting talk by @MillerLab4  @recomb2020 #recombccb2020 #science #cancer #tumor #immune #research #excite…,2020-06-19 15:36:20
Arvind_k_Iyer,"New Delhi, India",Awseome &amp; intresenting talk by @MillerLab4  @recomb2020 #recombccb2020 #science #cancer #tumor #immune #research… https://t.co/p7hENsBNI1,2020-06-19 14:46:40
krsahlin,Stockholm,RT @recomb2020: We are really excited to announce that more than 2800 attendees signed-up for the #free #virtual edition of #RECOMB2020! De…,2020-06-19 13:40:28
hajirasouliha,"New York, USA","RT @WeiweiBian: #RECOMBCCB2020
Exciting online event! @recomb2020 https://t.co/SEu1n6Cm9P",2020-06-19 13:26:53
WeiweiBian,"Stockholm, Sweden","#RECOMBCCB2020
Exciting online event! @recomb2020 https://t.co/SEu1n6Cm9P",2020-06-19 13:10:07
orenavram,,RT @recomb2020: We are really excited to announce that more than 2800 attendees signed-up for the #free #virtual edition of #RECOMB2020! De…,2020-06-19 11:37:13
mirand863,,RT @recomb2020: We are really excited to announce that more than 2800 attendees signed-up for the #free #virtual edition of #RECOMB2020! De…,2020-06-19 08:30:46
DNAed_tech,United States,RT @iScience_CP: Speedup trajectory inference and detection of cell types in #singlecell RNA-Seq with new #method Sphetcher https://t.co/pf…,2020-06-19 07:42:00
ShebaAJ,The Lowlands,RT @iScience_CP: Speedup trajectory inference and detection of cell types in #singlecell RNA-Seq with new #method Sphetcher https://t.co/pf…,2020-06-19 07:35:10
DavidKoslicki,,RT @recomb2020: We are really excited to announce that more than 2800 attendees signed-up for the #free #virtual edition of #RECOMB2020! De…,2020-06-19 07:07:42
repositiveio,"Cambridge, England",RT @gerlach_d: Just realized that the #AACR20 Annual Meeting 2020 https://t.co/S0rtg0M0kT and the #RECOMB2020 International Conference on R…,2020-06-19 06:50:38
PanditAridaman,Netherlands,RT @recomb2020: We are really excited to announce that more than 2800 attendees signed-up for the #free #virtual edition of #RECOMB2020! De…,2020-06-19 06:18:47
rozovr,Tel Aviv,RT @recomb2020: We are really excited to announce that more than 2800 attendees signed-up for the #free #virtual edition of #RECOMB2020! De…,2020-06-19 06:12:26
TuXinming,Beijing,RT @recomb2020: We are really excited to announce that more than 2800 attendees signed-up for the #free #virtual edition of #RECOMB2020! De…,2020-06-19 05:07:41
hyunhwanj,"Houston, TX",RT @recomb2020: We are really excited to announce that more than 2800 attendees signed-up for the #free #virtual edition of #RECOMB2020! De…,2020-06-19 04:48:56
QuonBio,"Davis, CA",RT @recomb2020: We are really excited to announce that more than 2800 attendees signed-up for the #free #virtual edition of #RECOMB2020! De…,2020-06-19 04:45:36
natstann,"Palo Alto, CA",RT @recomb2020: We are really excited to announce that more than 2800 attendees signed-up for the #free #virtual edition of #RECOMB2020! De…,2020-06-19 04:10:16
sara_mostafavi,"Vancouver, British Columbia",RT @recomb2020: We are really excited to announce that more than 2800 attendees signed-up for the #free #virtual edition of #RECOMB2020! De…,2020-06-19 04:07:48
Zhiyun_G,"Pittsburgh, PA",RT @recomb2020: We are really excited to announce that more than 2800 attendees signed-up for the #free #virtual edition of #RECOMB2020! De…,2020-06-19 03:37:09
cmdcolin,,RT @recomb2020: We are really excited to announce that more than 2800 attendees signed-up for the #free #virtual edition of #RECOMB2020! De…,2020-06-19 03:30:50
Awesomics,San Francisco Bay Area,RT @recomb2020: We are really excited to announce that more than 2800 attendees signed-up for the #free #virtual edition of #RECOMB2020! De…,2020-06-19 03:25:38
RoadHound,,RT @recomb2020: We are really excited to announce that more than 2800 attendees signed-up for the #free #virtual edition of #RECOMB2020! De…,2020-06-19 03:18:10
Ismail_Moghul,"City of London, London",RT @recomb2020: We are really excited to announce that more than 2800 attendees signed-up for the #free #virtual edition of #RECOMB2020! De…,2020-06-19 02:18:21
iScience_CP,"Cambridge, MA",RT @recomb2020: We are really excited to announce that more than 2800 attendees signed-up for the #free #virtual edition of #RECOMB2020! De…,2020-06-19 01:37:13
cenksahinalp,"Bethesda, MD",RT @recomb2020: We are really excited to announce that more than 2800 attendees signed-up for the #free #virtual edition of #RECOMB2020! De…,2020-06-19 01:30:12
pavel_avdeyev,,@serghei_mangul @recomb2020 @pashadag Your guess about last year is close to the real number.,2020-06-18 22:29:31
helicobacter1,Cerdanyola,RT @recomb2020: We are really excited to announce that more than 2800 attendees signed-up for the #free #virtual edition of #RECOMB2020! De…,2020-06-18 21:59:40
davidmasp,"Barcelona, Spain",RT @recomb2020: We are really excited to announce that more than 2800 attendees signed-up for the #free #virtual edition of #RECOMB2020! De…,2020-06-18 21:41:37
Alfons_Valencia,,RT @recomb2020: We are really excited to announce that more than 2800 attendees signed-up for the #free #virtual edition of #RECOMB2020! De…,2020-06-18 21:38:56
ribozyme,San Francisco,RT @recomb2020: We are really excited to announce that more than 2800 attendees signed-up for the #free #virtual edition of #RECOMB2020! De…,2020-06-18 21:20:54
Quizzomaniac,,"@Judithdemel @AcademicChatter I've three lined up this week - all of them free

#AACR2020
#eacrvirtualcongress
#recomb2020",2020-06-18 19:14:24
BaryDerrick,"Kampala, Uganda","RT @Quizzomaniac: Once #EACRvirtualcongress is done this week, there's @recomb2020 to look forward to next week, followed by #AACR later in…",2020-06-18 19:03:02
itisalist,"Freising, Deutschland",RT @recomb2020: We are really excited to announce that more than 2800 attendees signed-up for the #free #virtual edition of #RECOMB2020! De…,2020-06-18 18:47:03
TastanOznur,"İstanbul, Türkiye","RT @ekimbariscan: #RECOMB2020 is still happening! I will be speaking on Wednesday, June 24th during the Sequencing &amp; Assembly session about…",2020-06-18 18:25:08
gunesaynasinda,"Cambridge, MA - Istanbul, TR","#RECOMB2020 is still happening! I will be speaking on Wednesday, June 24th during the Sequencing &amp; Assembly session… https://t.co/GFJSwe9ByY",2020-06-18 18:23:46
OmicsOmicsBlog,"Boston, MA",RT @recomb2020: We are really excited to announce that more than 2800 attendees signed-up for the #free #virtual edition of #RECOMB2020! De…,2020-06-18 18:21:04
KarelBrinda,"Boston, MA",RT @recomb2020: We are really excited to announce that more than 2800 attendees signed-up for the #free #virtual edition of #RECOMB2020! De…,2020-06-18 18:16:47
vandinfa,,RT @recomb2020: We are really excited to announce that more than 2800 attendees signed-up for the #free #virtual edition of #RECOMB2020! De…,2020-06-18 18:14:49
serghei_mangul,Santa Monica,"@recomb2020 @pashadag Wow! 2800 participants!
How many were last year?
Probably &lt;500",2020-06-18 18:00:29
pashadag,Penn State University,RT @recomb2020: We are really excited to announce that more than 2800 attendees signed-up for the #free #virtual edition of #RECOMB2020! De…,2020-06-18 17:56:36
mnmsPlatform,"Strasbourg, France",RT @crashius: @CakmakcDoruk of Ciceklab has presented our work on an ML-based approach to predict left over tumor tissue during glioma surg…,2020-06-18 17:35:32
gerlach_d,"Vienna, Austria",Just realized that the #AACR20 Annual Meeting 2020 https://t.co/S0rtg0M0kT and the #RECOMB2020 International Confer… https://t.co/n8OhUJXFol,2020-06-18 17:02:59
DR_E_A_M,,RT @recomb2020: We are really excited to announce that more than 2800 attendees signed-up for the #free #virtual edition of #RECOMB2020! De…,2020-06-18 16:59:39
vanhoan310,Munich,RT @recomb2020: We are really excited to announce that more than 2800 attendees signed-up for the #free #virtual edition of #RECOMB2020! De…,2020-06-18 16:59:15
vanhoan310,Munich,RT @iScience_CP: Speedup trajectory inference and detection of cell types in #singlecell RNA-Seq with new #method Sphetcher https://t.co/pf…,2020-06-18 16:57:04
gerlach_d,"Vienna, Austria",RT @recomb2020: We are really excited to announce that more than 2800 attendees signed-up for the #free #virtual edition of #RECOMB2020! De…,2020-06-18 16:53:18
FRojasRingeling,,RT @iScience_CP: Speedup trajectory inference and detection of cell types in #singlecell RNA-Seq with new #method Sphetcher https://t.co/pf…,2020-06-18 16:51:14
StefanCanzar,Munich,RT @iScience_CP: Speedup trajectory inference and detection of cell types in #singlecell RNA-Seq with new #method Sphetcher https://t.co/pf…,2020-06-18 16:29:46
BenLangmead,"Baltimore, MD",RT @recomb2020: We are really excited to announce that more than 2800 attendees signed-up for the #free #virtual edition of #RECOMB2020! De…,2020-06-18 16:25:21
giwa_abdulazeez,"Lagos, Nigeria",RT @Arvind_k_Iyer: Interesting talk by @MariaRoCompBio for @recomb2020  #recombccb2020 #science #cancer #research #excited #learning #onlin…,2020-06-18 16:11:05
giwa_abdulazeez,"Lagos, Nigeria",RT @hajirasouliha: Halil Ibrahim Kuru @hllibrhmkuru from @TastanOznur group is discussing their new algorithm PRER at the virtual #recombcc…,2020-06-18 16:09:17
dany2k,Bielefeld,RT @recomb2020: We are really excited to announce that more than 2800 attendees signed-up for the #free #virtual edition of #RECOMB2020! De…,2020-06-18 16:08:30
crashius,,@CakmakcDoruk of Ciceklab has presented our work on an ML-based approach to predict left over tumor tissue during g… https://t.co/xZxMXZ9WOj,2020-06-18 16:00:18
iScience_CP,"Cambridge, MA",Speedup trajectory inference and detection of cell types in #singlecell RNA-Seq with new #method Sphetcher… https://t.co/4bmqr1p5E1,2020-06-18 16:00:07
darrrnit,,RT @recomb2020: We are really excited to announce that more than 2800 attendees signed-up for the #free #virtual edition of #RECOMB2020! De…,2020-06-18 15:49:22
PallaviSurana5,United States,RT @recomb2020: We are really excited to announce that more than 2800 attendees signed-up for the #free #virtual edition of #RECOMB2020! De…,2020-06-18 15:46:26
YulongNiu,,RT @recomb2020: We are really excited to announce that more than 2800 attendees signed-up for the #free #virtual edition of #RECOMB2020! De…,2020-06-18 15:37:03
ivivek87,"Seattle, WA","RT @krassowski_m: Also a very smooth transition to the following talk (on PAMOGK, https://t.co/093DOwlMxU) which used the benchmark of the…",2020-06-18 15:36:09
hajirasouliha,"New York, USA","RT @krassowski_m: Also a very smooth transition to the following talk (on PAMOGK, https://t.co/093DOwlMxU) which used the benchmark of the…",2020-06-18 15:33:11
krassowski_m,"Oxford, England","Also a very smooth transition to the following talk (on PAMOGK, https://t.co/093DOwlMxU) which used the benchmark o… https://t.co/Zqu2IFrqCD",2020-06-18 15:26:38
BQPMalfoy,"Lille, France",RT @recomb2020: We are really excited to announce that more than 2800 attendees signed-up for the #free #virtual edition of #RECOMB2020! De…,2020-06-18 15:22:35
hajirasouliha,"New York, USA",RT @Arvind_k_Iyer: Interesting talk by @MariaRoCompBio for @recomb2020  #recombccb2020 #science #cancer #research #excited #learning #onlin…,2020-06-18 15:19:16
hajirasouliha,"New York, USA",Halil Ibrahim Kuru @hllibrhmkuru from @TastanOznur group is discussing their new algorithm PRER at the virtual… https://t.co/ZIasyLJUh8,2020-06-18 15:16:06
Quizzomaniac,,"A poster from #MFMLab has been accepted to #Recomb2020 - wish we had the chance to go to #Padua #Italy, but still h… https://t.co/tlgSakzH15",2020-06-18 15:09:58
