user,location,content,time
irepan_salvador,"London, England",😊🎉Happy after giving a summary talk in #RECOMB2020 on the @AllenInstitute  @DR_E_A_M challenge on cell lineage reco… https://t.co/rd8FShMddj,2020-06-25 14:43:01
DNAed_tech,United States,RT @iScience_CP: Speedup trajectory inference and detection of cell types in #singlecell RNA-Seq with new #method Sphetcher https://t.co/P8…,2020-06-25 14:42:14
tonzani,"New York, NY","@leon_anavy on now @recomb2020 . Not #computationalbiology, but biological computation. Storing info in DNA . Excit… https://t.co/BvJdtUAVmd",2020-06-25 14:34:04
iScience_CP,"Cambridge, MA",Speedup trajectory inference and detection of cell types in #singlecell RNA-Seq with new #method Sphetcher… https://t.co/Qes2zlXMmx,2020-06-25 14:20:05
FranceCardil,"Tartu, Eesti",RT @EvolutionQuant: tomorrow I am giving a talk on our latest advancements on popgen estimates from NGS data at the ongoing #RECOMB2020 as…,2020-06-25 13:11:55
Winter_Madness_,Onde o Mestre perdeu os dados,RT @DR_E_A_M: Please check the session on Dream challenges @recomb2020 special topic on #singlecells https://t.co/NIrG2psn7K June 25th 9AM…,2020-06-25 13:11:33
SerenaTucci,"Brooklyn, NY",RT @EvolutionQuant: tomorrow I am giving a talk on our latest advancements on popgen estimates from NGS data at the ongoing #RECOMB2020 as…,2020-06-25 13:04:02
gunesaynasinda,"Cambridge, MA - Istanbul, TR",Bioinformatics tweeps! Anyone have a recording of Pavel Pevzner's talk at #RECOMB2020 yesterday? I got distracted b… https://t.co/Vo63K5R2j6,2020-06-25 12:30:34
derezanin,Berlin,"So glad I had a chance to listen to the great talk by Pavel Pevzner at #RECOMB2020 yesterday, about the Flye assemb… https://t.co/806WZrE4yW",2020-06-25 12:18:49
diegoriano,"Sao Paulo, Brazil",RT @StevenSalzberg1: Listening to Pavel Pevzner's exciting keynote talk at #RECOMB2020: who knew that proteins (peptides) occurred in circu…,2020-06-25 11:52:21
MikkoRautiaine3,,"RT @infoecho: Great talk by Jasmijn Baaijens about vg-flow to resolve quasi-species for virus study!!   https://t.co/wLk0VNgegT

#RECOMB2020",2020-06-25 11:51:08
EvolutionQuant,Ascot,tomorrow I am giving a talk on our latest advancements on popgen estimates from NGS data at the ongoing #RECOMB2020… https://t.co/BTYyaxtrBI,2020-06-25 11:46:15
crashius,,I am going to give a talk today at @recomb2020. It is about our work on a new epistasis test prioritization algorit… https://t.co/WCh5AyZyK3,2020-06-25 07:58:49
DrStagiaire,,"RT @infoecho: Great talk by Jasmijn Baaijens about vg-flow to resolve quasi-species for virus study!!   https://t.co/wLk0VNgegT

#RECOMB2020",2020-06-25 06:27:17
Ceballos_Gene,,"RT @cegAmorim: For those interested in #genomics and population #genetics, there's an online conference happening tomorrow and Friday #RECO…",2020-06-25 06:17:52
CharlestonCWKC,Los Angeles and Orange County,hmmm #RECOMB2020-genetics is starting in &lt; 9hrs and I still haven't gotten my zoom link to join the conference. The… https://t.co/8Lzbz9aWTv,2020-06-25 06:02:15
RobertPaulBrown,"Los Angeles, CA",I enjoy how at virtual conferences there is only a 20 min lunch break #RECOMBGen or how they don't even bother with… https://t.co/eP4Ejm1QxP,2020-06-25 01:43:33
adeslat,,"RT @infoecho: These are the ""conferences"" that are interesting to me and some of my colleagues this week: @uk_biobank Science Meeting, @rec…",2020-06-24 23:10:30
Chandrima_04,New York,Why do Computational Biologists not use ML? Is it just because it is a Blackbox? Today's panel discussion on the Fu… https://t.co/JUAsUxIZIt,2020-06-24 22:53:32
mfilipav,"Zürich, Switzerland",RT @StevenSalzberg1: Listening to Pavel Pevzner's exciting keynote talk at #RECOMB2020: who knew that proteins (peptides) occurred in circu…,2020-06-24 22:40:31
vanhoan310,Munich,"RT @jamie_dixon: Pavel Pevzner just threw some serious shade at @recomb2020 in his keynote today:  ""8 yeas ago we were rejected and if they…",2020-06-24 22:16:32
damianosmel,Leibniz University Hannover,"RT @infoecho: Great talk by Jasmijn Baaijens about vg-flow to resolve quasi-species for virus study!!   https://t.co/wLk0VNgegT

#RECOMB2020",2020-06-24 22:15:57
ZaminIqbal,"Cambridge, England",Is it too late for people to register for @recomb2020 -genetics? I know someone trying to get in late.,2020-06-24 21:57:39
hao_li12,"New Jersey, USA","RT @infoecho: Great talk by Jasmijn Baaijens about vg-flow to resolve quasi-species for virus study!!   https://t.co/wLk0VNgegT

#RECOMB2020",2020-06-24 21:45:41
robertclab,Barcelona,RT @StevenSalzberg1: Listening to Pavel Pevzner's exciting keynote talk at #RECOMB2020: who knew that proteins (peptides) occurred in circu…,2020-06-24 21:09:14
pathogenomenick,"Birmingham, UK","RT @infoecho: Great talk by Jasmijn Baaijens about vg-flow to resolve quasi-species for virus study!!   https://t.co/wLk0VNgegT

#RECOMB2020",2020-06-24 20:51:57
saobettencourt,"London, UK",@ChristaCaggiano Great talk at #RECOMB2020!! Interesting data on ALS cell-free DNA methylation 😉,2020-06-24 20:29:03
cbm_student,New York,RT @hajirasouliha: Great keynote talk @recomb2020 by Pavel Pevzner. Describing SPAdes and Flye assembly tools for short and long reads. Als…,2020-06-24 20:23:47
RAKlotsky,DFW,"RT @cegAmorim: For those interested in #genomics and population #genetics, there's an online conference happening tomorrow and Friday #RECO…",2020-06-24 19:19:54
rozovr,Tel Aviv,RT @KamathGovinda: The online #RECOMB2020 is great. I just gave a talk to 450 people - the largest audience I'd given a talk to by a fair m…,2020-06-24 18:03:50
dbeyter,"Reykjavík, Iceland",RT @StevenSalzberg1: Listening to Pavel Pevzner's exciting keynote talk at #RECOMB2020: who knew that proteins (peptides) occurred in circu…,2020-06-24 17:28:48
drricky,Houston,RT @StevenSalzberg1: Listening to Pavel Pevzner's exciting keynote talk at #RECOMB2020: who knew that proteins (peptides) occurred in circu…,2020-06-24 17:08:46
pcnmartin,"Copenhagen, Denmark","After listening to The Future of Algorithms in Biology at #RECOMB2020 panel talk, I feel like I should learn good o… https://t.co/2eoKnTaw5n",2020-06-24 16:16:34
hyunhwanj,"Houston, TX","Some thoughts of panel session #RECOMB2020:

* Regarding the over-fitting problem, I think we have several problem… https://t.co/LdN6tuSB7E",2020-06-24 16:16:10
muyuyuuuu,"Pennsylvania, USA","RT @jmuiuc: Tomorrow (Wed Jun 24) at 4pm ET (10pm Italy time), #RECOMB2020 will have the ""Epigenetics"" session (https://t.co/hhjf8ekik5). @…",2020-06-24 16:15:46
zhizhid,"Houston, TX",RT @StevenSalzberg1: Listening to Pavel Pevzner's exciting keynote talk at #RECOMB2020: who knew that proteins (peptides) occurred in circu…,2020-06-24 15:38:32
karinlag,"Oslo, Norway",RT @saliha_ey: Watching #RECOMB2020 The Future of Algorithms in Biology panel on my phone. I really hope this level of accesibility becomes…,2020-06-24 15:34:29
saliha_ey,"İstanbul, Türkiye",Watching #RECOMB2020 The Future of Algorithms in Biology panel on my phone. I really hope this level of accesibilit… https://t.co/cjOwZgj7pN,2020-06-24 15:33:27
colinmbrand,"Eugene, OR","RT @cegAmorim: For those interested in #genomics and population #genetics, there's an online conference happening tomorrow and Friday #RECO…",2020-06-24 15:28:41
MIKParadox,,"Panel Discussion: The Future of Algorithms in Biology is streaming live @recomb2020 
#RECOMB2020",2020-06-24 15:26:35
szetoinsitu,LAX/MSP/HOU/DCA,RT @StevenSalzberg1: Listening to Pavel Pevzner's exciting keynote talk at #RECOMB2020: who knew that proteins (peptides) occurred in circu…,2020-06-24 15:10:58
BQPMalfoy,"Lille, France",RT @KamathGovinda: The online #RECOMB2020 is great. I just gave a talk to 450 people - the largest audience I'd given a talk to by a fair m…,2020-06-24 15:08:31
BQPMalfoy,"Lille, France","RT @infoecho: Great talk by Jasmijn Baaijens about vg-flow to resolve quasi-species for virus study!!   https://t.co/wLk0VNgegT

#RECOMB2020",2020-06-24 15:07:02
acdarby,UK,RT @hajirasouliha: Great keynote talk @recomb2020 by Pavel Pevzner. Describing SPAdes and Flye assembly tools for short and long reads. Als…,2020-06-24 15:02:23
ElementoLab,New York city,RT @hajirasouliha: Great keynote talk @recomb2020 by Pavel Pevzner. Describing SPAdes and Flye assembly tools for short and long reads. Als…,2020-06-24 14:59:37
arcane_mahesh,"Uppsala, Sverige","RT @infoecho: Great talk by Jasmijn Baaijens about vg-flow to resolve quasi-species for virus study!!   https://t.co/wLk0VNgegT

#RECOMB2020",2020-06-24 14:59:27
CamilleMrcht,,"RT @infoecho: Great talk by Jasmijn Baaijens about vg-flow to resolve quasi-species for virus study!!   https://t.co/wLk0VNgegT

#RECOMB2020",2020-06-24 14:44:02
hajirasouliha,"New York, USA",Great keynote talk @recomb2020 by Pavel Pevzner. Describing SPAdes and Flye assembly tools for short and long reads… https://t.co/6l5A34kLfY,2020-06-24 14:43:08
ayshwaryas,"Boston, MA",RT @StevenSalzberg1: Listening to Pavel Pevzner's exciting keynote talk at #RECOMB2020: who knew that proteins (peptides) occurred in circu…,2020-06-24 14:35:53
infoecho,"San Francisco Bay Area, CA","Great talk by Jasmijn Baaijens about vg-flow to resolve quasi-species for virus study!!   https://t.co/wLk0VNgegT

#RECOMB2020",2020-06-24 14:22:20
hajirasouliha,"New York, USA",RT @StevenSalzberg1: Listening to Pavel Pevzner's exciting keynote talk at #RECOMB2020: who knew that proteins (peptides) occurred in circu…,2020-06-24 14:15:37
ivivek87,"Seattle, WA",@infoecho @uk_biobank @recomb2020 @SparkAISummit I am missing all of them this week. 😒,2020-06-24 14:13:53
InquilineKea,"Cambridge, MA",@infoecho @uk_biobank @recomb2020 @SparkAISummit which ones have available archives?,2020-06-24 14:13:14
SerenaTucci,"Brooklyn, NY","RT @cegAmorim: For those interested in #genomics and population #genetics, there's an online conference happening tomorrow and Friday #RECO…",2020-06-24 14:12:10
infoecho,"San Francisco Bay Area, CA","These are the ""conferences"" that are interesting to me and some of my colleagues this week: @uk_biobank Science Mee… https://t.co/UJDYEnlCIQ",2020-06-24 14:11:41
infoecho,"San Francisco Bay Area, CA",#RECOMB2020 sequencing and assembly session is on-going now. While it is a bless to be able to listen to the talks… https://t.co/Uh5Ph4cL16,2020-06-24 14:02:07
hannahincompbio,"Philadelphia, PA",RT @StevenSalzberg1: Listening to Pavel Pevzner's exciting keynote talk at #RECOMB2020: who knew that proteins (peptides) occurred in circu…,2020-06-24 13:57:39
infoecho,"San Francisco Bay Area, CA",RT @StevenSalzberg1: Listening to Pavel Pevzner's exciting keynote talk at #RECOMB2020: who knew that proteins (peptides) occurred in circu…,2020-06-24 13:56:19
karinlag,"Oslo, Norway","Very grateful to #recomb2020 for going virtual, it has given me the opportunity to watch a conference I otherwise m… https://t.co/O6s5OeufNj",2020-06-24 13:55:56
hania_kranas,Barcelona,"RT @bbglab: Check out the preprint of the work presented by our PhD student Pepe Bonet yesterday at #Recomb2020.
👉https://t.co/XTFCTSjPHV h…",2020-06-24 13:52:42
vanhoan310,Munich,RT @StevenSalzberg1: Listening to Pavel Pevzner's exciting keynote talk at #RECOMB2020: who knew that proteins (peptides) occurred in circu…,2020-06-24 13:50:35
chiarabatini,"Leicester, England","RT @cegAmorim: For those interested in #genomics and population #genetics, there's an online conference happening tomorrow and Friday #RECO…",2020-06-24 13:48:05
hrksrkr,Maryland,RT @StevenSalzberg1: Listening to Pavel Pevzner's exciting keynote talk at #RECOMB2020: who knew that proteins (peptides) occurred in circu…,2020-06-24 13:29:52
DrRebell,,#RECOMB2020 from the balcony. ☀️ https://t.co/OVhv6VkmIN,2020-06-24 13:21:18
burkhard_mstern,"Göttingen, Deutschland",RT @StevenSalzberg1: Listening to Pavel Pevzner's exciting keynote talk at #RECOMB2020: who knew that proteins (peptides) occurred in circu…,2020-06-24 13:20:07
jamie_dixon,"Denver, CO","Pavel Pevzner just threw some serious shade at @recomb2020 in his keynote today:  ""8 yeas ago we were rejected and… https://t.co/HTbs10FkNq",2020-06-24 13:18:52
satriaphd,"Wageningen, Nederland",RT @StevenSalzberg1: Listening to Pavel Pevzner's exciting keynote talk at #RECOMB2020: who knew that proteins (peptides) occurred in circu…,2020-06-24 13:16:44
StevenSalzberg1,"Maryland, USA",Listening to Pavel Pevzner's exciting keynote talk at #RECOMB2020: who knew that proteins (peptides) occurred in ci… https://t.co/EYx19ejDLz,2020-06-24 13:13:24
ViromeHunter,Europe,"Great talk by one of the greatest bioinformaticians Pavel Pevzner @recomb2020, who btw was introduced by none other… https://t.co/x0m7N9Jvbh",2020-06-24 13:11:34
aylwyn_scally,"Darwin College, Cambridge",RT @veli_makinen: Algorithms day ahead in @recomb2020. Looking forward to chairing a session in 7 hours from now.  https://t.co/PndeBqeNth,2020-06-24 12:56:08
CamilleMrcht,,RT @veli_makinen: Algorithms day ahead in @recomb2020. Looking forward to chairing a session in 7 hours from now.  https://t.co/PndeBqeNth,2020-06-24 12:54:57
RayanChikhi,,RT @veli_makinen: Algorithms day ahead in @recomb2020. Looking forward to chairing a session in 7 hours from now.  https://t.co/PndeBqeNth,2020-06-24 12:10:17
paleogenomics,"Querétaro, Mexico","RT @cegAmorim: For those interested in #genomics and population #genetics, there's an online conference happening tomorrow and Friday #RECO…",2020-06-24 12:07:09
dany2k,Bielefeld,RT @veli_makinen: Algorithms day ahead in @recomb2020. Looking forward to chairing a session in 7 hours from now.  https://t.co/PndeBqeNth,2020-06-24 12:05:03
mealser,"Zurich, Switzerland","RT @serghei_mangul: First @recomb2020-Seq talk from @MangulLab will be presented by @nlapier2 Saturday, June 27, 2020 at 10:15-11:45am sess…",2020-06-24 11:57:09
OliverosWinona,"Barcelona, Espanya","RT @bbglab: Check out the preprint of the work presented by our PhD student Pepe Bonet yesterday at #Recomb2020.
👉https://t.co/XTFCTSjPHV h…",2020-06-24 11:33:23
burkhard_mstern,"Göttingen, Deutschland",RT @veli_makinen: Algorithms day ahead in @recomb2020. Looking forward to chairing a session in 7 hours from now.  https://t.co/PndeBqeNth,2020-06-24 11:24:19
veli_makinen,"Helsinki, Suomi",Algorithms day ahead in @recomb2020. Looking forward to chairing a session in 7 hours from now.  https://t.co/PndeBqeNth,2020-06-24 11:23:20
edhollox,"Leicester, England","RT @cegAmorim: For those interested in #genomics and population #genetics, there's an online conference happening tomorrow and Friday #RECO…",2020-06-24 09:54:44
EdanaLord,,"RT @cegAmorim: For those interested in #genomics and population #genetics, there's an online conference happening tomorrow and Friday #RECO…",2020-06-24 09:12:01
B_Sputnik,He / Him / Dude / Bro,"RT @cegAmorim: For those interested in #genomics and population #genetics, there's an online conference happening tomorrow and Friday #RECO…",2020-06-24 09:11:36
Humanoidiot,UK,"RT @cegAmorim: For those interested in #genomics and population #genetics, there's an online conference happening tomorrow and Friday #RECO…",2020-06-24 08:46:10
CesarFortesLima,"Uppsala University, Sweden","RT @cegAmorim: For those interested in #genomics and population #genetics, there's an online conference happening tomorrow and Friday #RECO…",2020-06-24 08:44:32
DNAed_tech,United States,"RT @cegAmorim: For those interested in #genomics and population #genetics, there's an online conference happening tomorrow and Friday #RECO…",2020-06-24 08:41:53
IndianaDiez,"Stockholm, Sweden","RT @cegAmorim: For those interested in #genomics and population #genetics, there's an online conference happening tomorrow and Friday #RECO…",2020-06-24 08:41:11
cegAmorim,"Lausanne, Switzerland.","For those interested in #genomics and population #genetics, there's an online conference happening tomorrow and Fri… https://t.co/66tcOv1tu0",2020-06-24 08:41:00
praveshkkothari,"Pittsburgh, PA","RT @jmuiuc: Tomorrow (Wed Jun 24) at 4pm ET (10pm Italy time), #RECOMB2020 will have the ""Epigenetics"" session (https://t.co/hhjf8ekik5). @…",2020-06-24 02:55:27
ZDQ_Interlaken,"广东, 中华人民共和国","RT @jmuiuc: Tomorrow (Wed Jun 24) at 4pm ET (10pm Italy time), #RECOMB2020 will have the ""Epigenetics"" session (https://t.co/hhjf8ekik5). @…",2020-06-24 02:32:43
hrch3n,"Pittsburgh, PA","RT @jmuiuc: Tomorrow (Wed Jun 24) at 4pm ET (10pm Italy time), #RECOMB2020 will have the ""Epigenetics"" session (https://t.co/hhjf8ekik5). @…",2020-06-24 01:57:59
MIKParadox,,"@rosi_mosqueta @recomb2020 @recomb2020 I missed the CCB conference too. Any recordings or resources available?  
#RECOMB2020",2020-06-24 01:47:21
tangming2005,"Boston, MA","RT @jmuiuc: Tomorrow (Wed Jun 24) at 4pm ET (10pm Italy time), #RECOMB2020 will have the ""Epigenetics"" session (https://t.co/hhjf8ekik5). @…",2020-06-24 01:31:03
zhizhid,"Houston, TX","Excited that our d-PBWT paper will be presented tomorrow morning, following a keynote from my PhD advisor Pavel Pevzner! #RECOMB2020",2020-06-24 01:01:08
Winter_Madness_,Onde o Mestre perdeu os dados,"RT @jmuiuc: Tomorrow (Wed Jun 24) at 4pm ET (10pm Italy time), #RECOMB2020 will have the ""Epigenetics"" session (https://t.co/hhjf8ekik5). @…",2020-06-24 00:57:21
CellSystemsCP,"Cambridge, MA","RT @jmuiuc: Tomorrow (Wed Jun 24) at 4pm ET (10pm Italy time), #RECOMB2020 will have the ""Epigenetics"" session (https://t.co/hhjf8ekik5). @…",2020-06-23 22:55:30
KamathGovinda,"Cambridge, MA",The online #RECOMB2020 is great. I just gave a talk to 450 people - the largest audience I'd given a talk to by a f… https://t.co/1utpNEJpcP,2020-06-23 22:34:20
lenghan_bioinfo,"Houston, TX","RT @jmuiuc: Tomorrow (Wed Jun 24) at 4pm ET (10pm Italy time), #RECOMB2020 will have the ""Epigenetics"" session (https://t.co/hhjf8ekik5). @…",2020-06-23 22:27:44
jmuiuc,"Pittsburgh, PA","Tomorrow (Wed Jun 24) at 4pm ET (10pm Italy time), #RECOMB2020 will have the ""Epigenetics"" session (… https://t.co/ZkFA4H0OVv",2020-06-23 22:13:22
GuilleAngeris,United States,RT @UthsavC: Will be presenting some recent work on identifying altered subnetworks at 3:40pm (EST) today at the virtual #RECOMB2020 confer…,2020-06-23 21:17:47
tarunchitra,"Brooklyn, NY",RT @UthsavC: Will be presenting some recent work on identifying altered subnetworks at 3:40pm (EST) today at the virtual #RECOMB2020 confer…,2020-06-23 21:14:45
martonolbei,"Norwich, England",Great network biology talks today at #recomb2020,2020-06-23 20:47:35
samsungilkim,"Boston, MA",RT @abhi_ratnakumar: Really nice talk assessing methods for detecting network modules with GWAS data @ftsven #RECOMB2020. Here is the paper…,2020-06-23 20:42:00
abhi_ratnakumar,New York,Really nice talk assessing methods for detecting network modules with GWAS data @ftsven #RECOMB2020. Here is the pa… https://t.co/qL4a9aAqvk,2020-06-23 20:26:48
mackayka,"Saskatoon, Saskatchewan",Had a great time (virtually) presenting the results from our most recent pre-print today 👩‍💻 more details on how we… https://t.co/nnnlVjeLgu,2020-06-23 18:04:31
pcnmartin,"Copenhagen, Denmark",Back at #RECOMB2020 with some networks. Very fitting for my current interests.,2020-06-23 18:03:51
ftsven,"Lausanne, Switzerland","Also, I’m giving a highlight talk on Disease Module Identification at #RECOMB2020 today at 4pm US Eastern time (10p… https://t.co/cSmnq6qwLa",2020-06-23 17:41:29
serghei_mangul,Santa Monica,"First @recomb2020-Seq talk from @MangulLab will be presented by @nlapier2 Saturday, June 27, 2020 at 10:15-11:45am… https://t.co/fRgHGmHolg",2020-06-23 16:53:40
davidmasp,"Barcelona, Spain",@andrei_chiffa @recomb2020 I think it depends on authors? Not sure though,2020-06-23 16:48:45
INB_Official,Spain,"RT @bbglab: Check out the preprint of the work presented by our PhD student Pepe Bonet yesterday at #Recomb2020.
👉https://t.co/XTFCTSjPHV h…",2020-06-23 16:39:27
andrei_chiffa,"Lausanne, Switzerland",@davidmasp I see that @recomb2020 is recording all the presentations -are there any plans to make those available o… https://t.co/ugxABgSw1Z,2020-06-23 15:57:33
leon_anavy,"Haifa, Israel",When the conference is held on EST hours and your kid gets curious about what you are doing during dinner (listenin… https://t.co/kMDMOiVvPB,2020-06-23 15:54:59
KailashBP10,"Chennai, India","#RECOMB2020 premier computational biology conference now goes virtual, registration is free! https://t.co/FWESqUlzbx",2020-06-23 15:11:58
mattmyers_cb,"Princeton, NJ",RT @UthsavC: Will be presenting some recent work on identifying altered subnetworks at 3:40pm (EST) today at the virtual #RECOMB2020 confer…,2020-06-23 15:02:51
PurdueCS,"West Lafayette, Indiana","Watch 💻: CluStrat, which corrects for cryptic relatedness in #GWAS in virtual #Recomb2020 today at 5:20pm (EST). 
R… https://t.co/7fIj1m4kiq",2020-06-23 14:48:16
hyunhwanj,"Houston, TX",Attending #RECOMB2020? Want to expand your twitter network? I am making a twitter list people who are attending… https://t.co/9OEzCOGNdl,2020-06-23 14:22:03
AritraBose90,"White Plains, NY","Excited to present CluStrat, which corrects for cryptic relatedness in #GWAS in virtual #Recomb2020 today at 5:20pm… https://t.co/JCkmOptPWi",2020-06-23 14:06:29
craigandersn,"Edinburgh, Scotland","RT @bbglab: Check out the preprint of the work presented by our PhD student Pepe Bonet yesterday at #Recomb2020.
👉https://t.co/XTFCTSjPHV h…",2020-06-23 13:59:47
pepeb_5,,"RT @bbglab: Check out the preprint of the work presented by our PhD student Pepe Bonet yesterday at #Recomb2020.
👉https://t.co/XTFCTSjPHV h…",2020-06-23 13:33:49
bbglab,Barcelona,"Check out the preprint of the work presented by our PhD student Pepe Bonet yesterday at #Recomb2020.
👉… https://t.co/CCfhCccI9y",2020-06-23 13:28:27
grytesatas,"Princeton, NJ",RT @UthsavC: Will be presenting some recent work on identifying altered subnetworks at 3:40pm (EST) today at the virtual #RECOMB2020 confer…,2020-06-23 13:26:29
jamie_dixon,"Denver, CO",Enjoying the keynote of @recomb2020 right now - learned that #COVID was carried to humans from bats via... wait for it... the anteater.,2020-06-23 13:23:35
dany2k,Bielefeld,Excited for our #RECOMB2020 talk on Computing the Rearrangement Distance of Natural Genomes today at 4:40 PM CET. P… https://t.co/66xlcjmbBO,2020-06-23 13:04:58
UthsavC,"Princeton, NJ",Will be presenting some recent work on identifying altered subnetworks at 3:40pm (EST) today at the virtual… https://t.co/RBac675rCO,2020-06-23 13:00:38
2YasmineMANSOUR,France,RT @pcnmartin: Following the single cell sessions at #RECOMB2020 . I got to say this conference has really stepped up the virtual conferenc…,2020-06-23 12:33:43
urosn,"Belgrade, Serbia","RT @jmuiuc: Please join us for the ""Single-Cell Genomics"" session that I will chair today (starting 3pm ET) at #RECOMB2020 (https://t.co/hh…",2020-06-23 10:44:28
KJames_IntBio,"Durham, England",Really enjoying virtual #RECOMB2020 and some interesting network analysis talks coming up later today. Free to regi… https://t.co/tQoSSZCI1T,2020-06-23 10:28:36
ViromeHunter,Europe,Conferences within the reach of our fingertips! Great experience having the @recomb2020 in your phone with the… https://t.co/v9JA6vgPxY,2020-06-23 10:23:37
xiaoxiaoyangs,中华人民共和国,"@recomb2020 When I miss the meeting, is there a live video recording of the RECOM meeting?",2020-06-23 10:00:27
hyunhwanj,"Houston, TX","RT @jmuiuc: Please join us for the ""Single-Cell Genomics"" session that I will chair today (starting 3pm ET) at #RECOMB2020 (https://t.co/hh…",2020-06-23 08:57:10
MariaCordoba92,"Cordoba, Spain","RT @recomb2020: The first #keynote talk ""RNA secondary structure: chasing functions for lncRNAs"" by Manuela Helmer-Citterich is live now!
#…",2020-06-23 08:39:12
arXiv__ml,"Pittsburgh, PA","RT @jmuiuc: Please join us for the ""Single-Cell Genomics"" session that I will chair today (starting 3pm ET) at… https://t.co/lTGCx9YDXB",2020-06-23 07:14:11
DAIBuilds,United States,"RT @jmuiuc: Please join us for the ""Single-Cell Genomics"" session that I will chair today (starting 3pm ET) at… https://t.co/XGOqmpulxw",2020-06-23 07:08:11
TomicAdriana,World,"RT @jmuiuc: Please join us for the ""Single-Cell Genomics"" session that I will chair today (starting 3pm ET) at #RECOMB2020 (https://t.co/hh…",2020-06-23 06:35:51
YNikefly,,Next up❤️❤️❤️#fortnite #viral #fast #RECOMB2020 #XboxSeriesX #YouTube https://t.co/QtzsEBPtHV,2020-06-23 06:28:35
poppingjun,"Beijing, China ","RT @jmuiuc: Please join us for the ""Single-Cell Genomics"" session that I will chair today (starting 3pm ET) at #RECOMB2020 (https://t.co/hh…",2020-06-23 04:45:38
farid_rashidi,"Washington, D.C., USA",@SMalikic talk about our recently published paper (https://t.co/zKXu46jxbd) in @genomeresearch at #RECOMB2020 as a… https://t.co/okUopTuWiT,2020-06-23 03:41:57
cenksahinalp,"Bethesda, MD","RT @recomb2020: #RECOMB2020 starts today with an exciting program and more than 3300 registered attendees 
(you can still register here htt…",2020-06-23 02:57:30
AedinCulhane,Horse and Groom,"RT @jmuiuc: Please join us for the ""Single-Cell Genomics"" session that I will chair today (starting 3pm ET) at #RECOMB2020 (https://t.co/hh…",2020-06-23 02:24:02
anetepsouza,"Campinas, Brasil",RT @BajayStephanie: Joing the #free #virtual edition of #RECOMB2020: 24TH INTERNATIONAL CONFERENCE ON RESEARCH IN COMPUTATIONAL MOLECULAR B…,2020-06-23 00:04:19
HoadleyLab,,RT @grytesatas: Excited to present our recent work on single-cell tumor phylogeny inference at #RECOMB2020 at 5pm (EST) today (available vi…,2020-06-23 00:01:31
cjf_cameron,Greater New York City Area,RT @grytesatas: Excited to present our recent work on single-cell tumor phylogeny inference at #RECOMB2020 at 5pm (EST) today (available vi…,2020-06-22 23:57:07
Yifeng_Tao,"Pittsburgh, PA","RT @recomb2020: #RECOMB2020 starts today with an exciting program and more than 3300 registered attendees 
(you can still register here htt…",2020-06-22 22:28:40
saliha_ey,"İstanbul, Türkiye","Into the a.m. hours, still following #RECOMB2020. 
@IBMResearch @IBM_CompSysBio projects are always refreshing. I a… https://t.co/rMR4GbeMX3",2020-06-22 22:25:56
danfdeblasio,"El Paso, TX","RT @recomb2020: #RECOMB2020 starts today with an exciting program and more than 3300 registered attendees 
(you can still register here htt…",2020-06-22 22:14:22
stanford__ai,"Cambridge, MA","RT @jmuiuc: Please join us for the ""Single-Cell Genomics"" session that I will chair today (starting 3pm ET) at… https://t.co/o0RYMrmvFM",2020-06-22 21:50:41
mlmemoirs,"Cambridge, MA","RT @jmuiuc: Please join us for the ""Single-Cell Genomics"" session that I will chair today (starting 3pm ET) at… https://t.co/O6EJN2FY3v",2020-06-22 21:43:21
towards_AI,"Pittsburgh, PA","RT @jmuiuc: Please join us for the ""Single-Cell Genomics"" session that I will chair today (starting 3pm ET) at… https://t.co/6uDlF5WBGU",2020-06-22 20:56:08
mlmemoirs,"Cambridge, MA","RT @jmuiuc: Please join us for the ""Single-Cell Genomics"" session that I will chair today (starting 3pm ET) at… https://t.co/4yxoePU28K",2020-06-22 20:47:19
mldcmu,"Pittsburgh, PA","RT @jmuiuc: Please join us for the ""Single-Cell Genomics"" session that I will chair today (starting 3pm ET) at #RECOMB2020 (https://t.co/hh…",2020-06-22 20:29:46
VanBUG_,Vancouver,"RT @recomb2020: #RECOMB2020 will take place entirely virtually on June 22-25, 2020, with required registration (at the link https://t.co/BX…",2020-06-22 20:27:54
andrei_chiffa,"Lausanne, Switzerland",#RECOMB2020 online edition is both free and amazing - I really wish more conferences went this route.,2020-06-22 20:25:01
CamilleMrcht,,"RT @nomad421: If you are having trouble getting audio in the #RECOMB2020 sessions, try using a private / incognito tab.  Not exactly sure w…",2020-06-22 20:18:15
jasonnfan,,"RT @nomad421: If you are having trouble getting audio in the #RECOMB2020 sessions, try using a private / incognito tab.  Not exactly sure w…",2020-06-22 20:17:37
jdmontenegroc,"Lima, Perú","RT @recomb2020: The first #keynote talk ""RNA secondary structure: chasing functions for lncRNAs"" by Manuela Helmer-Citterich is live now!
#…",2020-06-22 20:16:31
vodka_liscia,"Turin, Italy",#RECOMB2020 normally at this time I was happy and drinking cocktails with other attendees. Now I'm following talks… https://t.co/KUoRQO7CW9,2020-06-22 20:13:48
alavimir,,Thank you to the organizers and attendees of #RECOMB2020 for their attention and questions! Many asked for the code… https://t.co/Y6w0krVuPd,2020-06-22 20:10:00
