user,location,content,time
tnabtaf,"Eugene, OR",RT @LeganaFingerhut: Code yedi @iracooke is presenting Command Line Essentials for Bioinformaticians at BCC2020 https://t.co/hLtX6yw1kS #BC…,2020-07-13 05:04:32
GalaxyAustralia,Australia,RT @LeganaFingerhut: Code yedi @iracooke is presenting Command Line Essentials for Bioinformaticians at BCC2020 https://t.co/hLtX6yw1kS #BC…,2020-07-13 05:03:45
SaubashyaSur,India,"RT @galaxyproject: #BCC2020 BoF: Galaxy-India: Launch &amp; Outreach Plans https://t.co/TWQDZOj09S BCC EAST July 21, at end of day. (There will…",2020-07-13 01:49:29
LeganaFingerhut,"Townsville, Queensland",Code yedi @iracooke is presenting Command Line Essentials for Bioinformaticians at BCC2020 https://t.co/hLtX6yw1kS… https://t.co/Sq8jwKZb0E,2020-07-13 01:15:04
galaxyproject,Penn State | Johns Hopkins | OHSU | Cleveland Clinic,RT @tnabtaf: People! We got one more BoF proposal for #BCC2020 since this went out (but it was a spectacular proposal :-). As long as it's…,2020-07-13 00:34:00
GalaxyAustralia,Australia,RT @tnabtaf: People! We got one more BoF proposal for #BCC2020 since this went out (but it was a spectacular proposal :-). As long as it's…,2020-07-13 00:32:50
GalaxyUKFriends,United Kingdom,RT @tnabtaf: People! We got one more BoF proposal for #BCC2020 since this went out (but it was a spectacular proposal :-). As long as it's…,2020-07-13 00:32:32
tnabtaf,"Eugene, OR",People! We got one more BoF proposal for #BCC2020 since this went out (but it was a spectacular proposal :-). As lo… https://t.co/hIyv77fq97,2020-07-13 00:31:48
AnnLorainePhD,"Concord, NC USA","RT @bjoerngruening: And here is #cellxgene in #usegalaxy in action. 
Join #BCC2020 it will be awesome! 

https://t.co/x0fdvVhb8s",2020-07-13 00:09:54
AnnLorainePhD,"Concord, NC USA","RT @bjoerngruening: Are you interested in single-cell RNA data analysis?
Join our #BCC2020 #training by Mehmet Tekman and @hrhotz! More inf…",2020-07-13 00:09:49
tao_bio,Japan,"RT @bjoerngruening: And here is #cellxgene in #usegalaxy in action. 
Join #BCC2020 it will be awesome! 

https://t.co/x0fdvVhb8s",2020-07-13 00:01:27
tbi_internship,Nigeria; Russia,"RT @bjoerngruening: And here is #cellxgene in #usegalaxy in action. 
Join #BCC2020 it will be awesome! 

https://t.co/x0fdvVhb8s",2020-07-12 20:16:20
galaxyproject,Penn State | Johns Hopkins | OHSU | Cleveland Clinic,"RT @bjoerngruening: And here is #cellxgene in #usegalaxy in action. 
Join #BCC2020 it will be awesome! 

https://t.co/x0fdvVhb8s",2020-07-12 20:04:30
galaxyproject,Penn State | Johns Hopkins | OHSU | Cleveland Clinic,"RT @bjoerngruening: Are you interested in single-cell RNA data analysis?
Join our #BCC2020 #training by Mehmet Tekman and @hrhotz! More inf…",2020-07-12 20:04:21
SingleCellMedia,Italy,"RT @bjoerngruening: Are you interested in single-cell RNA data analysis?
Join our #BCC2020 #training by Mehmet Tekman and @hrhotz! More inf…",2020-07-12 19:04:10
JohnMHancock,UK,"RT @bjoerngruening: Are you interested in single-cell RNA data analysis?
Join our #BCC2020 #training by Mehmet Tekman and @hrhotz! More inf…",2020-07-12 18:30:57
bjoerngruening,,"And here is #cellxgene in #usegalaxy in action. 
Join #BCC2020 it will be awesome! 

https://t.co/x0fdvVhb8s",2020-07-12 18:23:46
bjoerngruening,,"Are you interested in single-cell RNA data analysis?
Join our #BCC2020 #training by Mehmet Tekman and @hrhotz! More… https://t.co/tq0P05rbgi",2020-07-12 18:17:30
bjoerngruening,,RT @GalaxyAustralia: Mars Needs Guitars! No that's not it. #BCC2020 needs BoFs! That's better. Attending #BCC2020? Join some BoFs (https://…,2020-07-12 08:04:55
Yvan2935,Concarneau,RT @GalaxyAustralia: Mars Needs Guitars! No that's not it. #BCC2020 needs BoFs! That's better. Attending #BCC2020? Join some BoFs (https://…,2020-07-12 07:17:13
fopsom,"Thessaloniki, Greece",RT @galaxyproject: All submitted BoFs for #BCC2020 are on the schedule: https://t.co/YFHWglIRan See something you have an interest in? Part…,2020-07-12 06:27:12
OBF_BOSC,,RT @galaxyproject: All submitted BoFs for #BCC2020 are on the schedule: https://t.co/YFHWglIRan See something you have an interest in? Part…,2020-07-12 05:05:58
SahaSurya,"Ithaca, NY",RT @gmodproject: Hey GMOD. Going to #BCC2020 and want to discuss your area(s) of research with others? Join a BoF. https://t.co/z5mqKNvDV2.…,2020-07-12 03:08:37
AusBiocommons,,"RT @MelBioInf: Our July news is out now. Remember to register for #bcc2020, read about our work with @GalaxyAustralia @AusBiocommons @Pawse…",2020-07-11 23:56:42
scottjcain,,RT @gmodproject: Hey GMOD. Going to #BCC2020 and want to discuss your area(s) of research with others? Join a BoF. https://t.co/z5mqKNvDV2.…,2020-07-11 23:14:57
boi_kone,,Very interesting meeting to attend. #bcc2020. https://t.co/jAFRw4ojs3,2020-07-11 22:55:04
tnabtaf,"Eugene, OR",RT @GalaxyAustralia: Mars Needs Guitars! No that's not it. #BCC2020 needs BoFs! That's better. Attending #BCC2020? Join some BoFs (https://…,2020-07-11 22:50:37
GalaxyAustralia,Australia,Mars Needs Guitars! No that's not it. #BCC2020 needs BoFs! That's better. Attending #BCC2020? Join some BoFs (… https://t.co/dNiRnHRdJS,2020-07-11 22:49:18
gmodproject,Global,Hey GMOD. Going to #BCC2020 and want to discuss your area(s) of research with others? Join a BoF.… https://t.co/DpG6pozN3E,2020-07-11 22:45:48
gxytraining,,Hey GTN community: Going to #BCC2020 and have a topic dear to your heart? Propose a BoF by the end of Sunday July 1… https://t.co/RUF4EEy9Y9,2020-07-11 22:40:04
galaxyproject,Penn State | Johns Hopkins | OHSU | Cleveland Clinic,All submitted BoFs for #BCC2020 are on the schedule: https://t.co/YFHWglIRan See something you have an interest in?… https://t.co/2Aqwih0HLT,2020-07-11 22:36:30
KPCoach1,"Kent & London, England","RT @BeChooseCause: Our vision is simple. 

#tickets #conference #summit #leadership #keynote #business #executives #events #coaches #coache…",2020-07-11 22:19:36
BeChooseCause,Online,"Our vision is simple. 

#tickets #conference #summit #leadership #keynote #business #executives #events #coaches… https://t.co/If9Ohoh8vQ",2020-07-11 22:00:33
EAdamolekun,,"@OBF_BOSC @galaxyproject Good evening 
I have not gotten a mail. l won a Galaxy fellowship to attend the conference",2020-07-11 21:07:52
pvanheus,"Cape Town, South Africa",RT @galaxyproject: Early registration for #BCC2020 has ended. But you can still register for it through July 15 (and it's still affordable)…,2020-07-11 20:43:58
GalaxyAustralia,Australia,"RT @MelBioInf: Our July news is out now. Remember to register for #bcc2020, read about our work with @GalaxyAustralia @AusBiocommons @Pawse…",2020-07-11 20:08:00
galaxyproject,Penn State | Johns Hopkins | OHSU | Cleveland Clinic,RT @OBF_BOSC: All registered #BCC2020 participants should have gotten email this morning! If you registered and didn't get a message (check…,2020-07-11 20:07:02
galaxyproject,Penn State | Johns Hopkins | OHSU | Cleveland Clinic,"RT @OBF_BOSC: @galaxyproject There are still spaces available, but they may fill, so if you're planning to register, do it soon!",2020-07-11 19:58:24
tnabtaf,"Eugene, OR",RT @galaxyproject: Early registration for #BCC2020 has ended. But you can still register for it through July 15 (and it's still affordable)…,2020-07-11 19:57:43
GEP_CURE,,RT @galaxyproject: Early registration for #BCC2020 has ended. But you can still register for it through July 15 (and it's still affordable)…,2020-07-11 18:29:07
katie_did_it,"Tuscaloosa, AL",RT @galaxyproject: Early registration for #BCC2020 has ended. But you can still register for it through July 15 (and it's still affordable)…,2020-07-11 18:27:57
OBF_BOSC,,All registered #BCC2020 participants should have gotten email this morning! If you registered and didn't get a mess… https://t.co/NxEhteAsbQ,2020-07-11 18:17:16
easheets,"Santa Cruz, CA","RT @tnabtaf: Go global and go affordable! A @codeforsociety blog post by @elescak about #BCC2020 becoming a virtual conference, and how org…",2020-07-11 14:18:35
eLifeInnovation,"Cambridge, England","RT @OBF_BOSC: We know everyone's eager to hear how #BCC2020 will work! All attendees will be emailed instructions next week. Also, plan to…",2020-07-11 13:38:00
n_v_krish,"Cleveland, OH",How abt attending #BCC2020 with galaxy beans? @DBlankenberg https://t.co/5h6phdie9w,2020-07-11 12:48:38
lrodrin,Ripoll,🤗 #BCC2020 https://t.co/VY4PydXhXE,2020-07-11 09:43:41
JasonWilliamsNY,"Cold Spring Harbor, NY",RT @galaxyproject: Early registration for #BCC2020 has ended. But you can still register for it through July 15 (and it's still affordable)…,2020-07-11 09:31:22
emmy_ft,"Amsterdam, Nederland","RT @OBF_BOSC: We know everyone's eager to hear how #BCC2020 will work! All attendees will be emailed instructions next week. Also, plan to…",2020-07-11 09:06:42
humancaiman,"Manaus, Brasil",RT @galaxyproject: Early registration for #BCC2020 has ended. But you can still register for it through July 15 (and it's still affordable)…,2020-07-11 08:29:39
galaxyproject,Penn State | Johns Hopkins | OHSU | Cleveland Clinic,Early registration for #BCC2020 has ended. But you can still register for it through July 15 (and it's still afford… https://t.co/TVz7QxJ8pb,2020-07-11 08:18:12
lkgifford,"SF Bay Area, California","RT @OBF_BOSC: We know everyone's eager to hear how #BCC2020 will work! All attendees will be emailed instructions next week. Also, plan to…",2020-07-11 06:26:21
triplesmc,"Ghent, Belgium","RT @BrusselsCycClas: Brace yourself, @EvenepoelRemco will start in the Brussels Cycling Classic! 🤩 #BCC20 https://t.co/zVoajPmNpt",2020-07-11 05:38:14
laceysanderson,"Saskatchewan, Canada",RT @galaxyproject: Early registration for #BCC2020 ends in ... 13 hours and 53 minutes... Register today and save 50%.  (And trainings are…,2020-07-11 04:24:18
TerraBioApp,"Cambridge, MA","RT @ucscgenomics: UCSC GI's @geezlooueez, @easheets, @BroadInstitute collaborators will lead a 7/18 #BCC2020 workshop on reproducible analy…",2020-07-11 03:53:51
ldcabansay,,"RT @ucscgenomics: UCSC GI's @geezlooueez, @easheets, @BroadInstitute collaborators will lead a 7/18 #BCC2020 workshop on reproducible analy…",2020-07-11 03:44:08
bccdvo_official,,"#BCC2020
#BCCWeGatherWeScatter https://t.co/u59n3Xy1b1",2020-07-11 03:34:39
JasonWilliamsNY,"Cold Spring Harbor, NY","RT @rmflight: Registered for #BCC2020 !! Only $36 USD for student / academics, even less if you are from a low income country.

https://t.c…",2020-07-11 02:22:25
tnabtaf,"Eugene, OR","RT @rmflight: Registered for #BCC2020 !! Only $36 USD for student / academics, even less if you are from a low income country.

https://t.c…",2020-07-11 02:15:44
tnabtaf,"Eugene, OR",RT @kosemani_samson: Very excited to have been awarded Galaxy Community Fund Fellowship to participate in #BCC2020. A very huge thanks to t…,2020-07-11 02:15:00
prashbio,"Jaipur, India","RT @galaxyproject: #BCC2020 BoF: Galaxy-India: Launch &amp; Outreach Plans https://t.co/TWQDZOj09S BCC EAST July 21, at end of day. (There will…",2020-07-10 23:44:59
rmflight,"Lexington, KY","Registered for #BCC2020 !! Only $36 USD for student / academics, even less if you are from a low income country.

https://t.co/ZnUVb0VgbF",2020-07-10 23:37:48
MColebrook,Tenerife • Spain,RT @DockstoreOrg: We've teamed up with @useAnVIL and @TerraBioApp to host a #BCC2020 workshop on reproducible analysis in the cloud using D…,2020-07-10 21:58:57
AtinukeOdunsi,,@kosemani_samson @galaxyproject @OBF_BOSC Congratulations !,2020-07-10 21:11:41
DenysNicolas,Flanders Classics,"RT @BrusselsCycClas: Brace yourself, @EvenepoelRemco will start in the Brussels Cycling Classic! 🤩 #BCC20 https://t.co/zVoajPmNpt",2020-07-10 20:34:09
Mustaph24575110,,@kosemani_samson @galaxyproject @OBF_BOSC Ohh ! That is fine. Congrat bro. Where is it holding ?,2020-07-10 19:35:22
easheets,"Santa Cruz, CA","RT @ucscgenomics: UCSC GI's @geezlooueez, @easheets, @BroadInstitute collaborators will lead a 7/18 #BCC2020 workshop on reproducible analy…",2020-07-10 19:06:41
niemasd,"San Diego, CA",RT @galaxyproject: Early registration for #BCC2020 ends in ... 13 hours and 53 minutes... Register today and save 50%.  (And trainings are…,2020-07-10 18:12:07
_alanturing,"Middlesbrough, UK",RT @galaxyproject: 10 out fo 60 #BCC2020 training sessions are now full. https://t.co/IIYbtOxCal @OBF_BOSC #UseGalaxy https://t.co/lSq19Ze7…,2020-07-10 17:53:05
MalloryFreeberg,"Cambridge, England",RT @galaxyproject: Today is the last day to submit a birds of a feather (BoF) for #BCC2020: https://t.co/i7y8WEiX4m Gather your people! (Es…,2020-07-10 17:43:09
galaxyproject,Penn State | Johns Hopkins | OHSU | Cleveland Clinic,10 out fo 60 #BCC2020 training sessions are now full. https://t.co/IIYbtOxCal @OBF_BOSC #UseGalaxy https://t.co/lSq19Ze73n,2020-07-10 17:41:59
tnabtaf,"Eugene, OR","RT @ucscgenomics: UCSC GI's @geezlooueez, @easheets, @BroadInstitute collaborators will lead a 7/18 #BCC2020 workshop on reproducible analy…",2020-07-10 17:24:08
gmodproject,Global,RT @galaxyproject: Early registration for #BCC2020 ends in ... 13 hours and 53 minutes... Register today and save 50%.  (And trainings are…,2020-07-10 17:23:24
GalaxyUKFriends,United Kingdom,RT @galaxyproject: Early registration for #BCC2020 ends in ... 13 hours and 53 minutes... Register today and save 50%.  (And trainings are…,2020-07-10 17:23:14
tnabtaf,"Eugene, OR",RT @galaxyproject: Today is the last day to submit a birds of a feather (BoF) for #BCC2020: https://t.co/i7y8WEiX4m Gather your people! (Es…,2020-07-10 17:22:49
GalaxyUKFriends,United Kingdom,RT @galaxyproject: Today is the last day to submit a birds of a feather (BoF) for #BCC2020: https://t.co/i7y8WEiX4m Gather your people! (Es…,2020-07-10 17:22:34
gxytraining,,RT @galaxyproject: Today is the last day to submit a birds of a feather (BoF) for #BCC2020: https://t.co/i7y8WEiX4m Gather your people! (Es…,2020-07-10 17:22:11
galaxyproject,Penn State | Johns Hopkins | OHSU | Cleveland Clinic,Early registration for #BCC2020 ends in ... 13 hours and 53 minutes... Register today and save 50%.  (And trainings… https://t.co/nJunAqr5nA,2020-07-10 17:07:05
galaxyproject,Penn State | Johns Hopkins | OHSU | Cleveland Clinic,Today is the last day to submit a birds of a feather (BoF) for #BCC2020: https://t.co/i7y8WEiX4m Gather your people… https://t.co/IQRozCUoAy,2020-07-10 17:04:24
natefoo,"State College, PA",RT @kosemani_samson: Very excited to have been awarded Galaxy Community Fund Fellowship to participate in #BCC2020. A very huge thanks to t…,2020-07-10 16:50:18
NIAIDBioIT,"Bethesda, Maryland","RT @galaxyproject: #BCC2020 BoF: Computational Biology in the Cloud from @NCBI
https://t.co/aKrTUlJgaX BCC WEST, July 20, right after end o…",2020-07-10 16:48:11
glorybasumata,India,"RT @galaxyproject: #BCC2020 BoF: Galaxy-India: Launch &amp; Outreach Plans https://t.co/TWQDZOj09S BCC EAST July 21, at end of day. (There will…",2020-07-10 16:25:09
QB3UCSC,"Santa Cruz, CA",RT @DockstoreOrg: We've teamed up with @useAnVIL and @TerraBioApp to host a #BCC2020 workshop on reproducible analysis in the cloud using D…,2020-07-10 16:19:17
ucscgenomics,"Santa Cruz, California, USA","UCSC GI's @geezlooueez, @easheets, @BroadInstitute collaborators will lead a 7/18 #BCC2020 workshop on reproducible… https://t.co/Ih78PIWCh1",2020-07-10 16:18:18
Bolatweeto,"Ibadan, Nigeria",RT @kosemani_samson: Very excited to have been awarded Galaxy Community Fund Fellowship to participate in #BCC2020. A very huge thanks to t…,2020-07-10 16:12:34
stevetsa1,,RT @DockstoreOrg: We've teamed up with @useAnVIL and @TerraBioApp to host a #BCC2020 workshop on reproducible analysis in the cloud using D…,2020-07-10 16:05:45
NCBI,"Bethesda, Maryland, USA","RT @galaxyproject: #BCC2020 BoF: Computational Biology in the Cloud from @NCBI
https://t.co/aKrTUlJgaX BCC WEST, July 20, right after end o…",2020-07-10 15:58:41
OaAdefunke,,"@kosemani_samson @galaxyproject @OBF_BOSC Samson for the wins🤗
Congratulations to you",2020-07-10 15:24:12
tnabtaf,"Eugene, OR",RT @tsonika: Go Harpreet and Anshu! Great to see this materialising. See you there! #BCC2020 https://t.co/1zhioA2VDp,2020-07-10 14:34:34
ascendox,"Reno, NV","RT mike_schatz ""RT DockstoreOrg: We've teamed up with useAnVIL and TerraBioApp to host a #BCC2020 workshop on repro… https://t.co/Nj31CqtIUU",2020-07-10 14:32:22
BenedictPaten,,RT @DockstoreOrg: We've teamed up with @useAnVIL and @TerraBioApp to host a #BCC2020 workshop on reproducible analysis in the cloud using D…,2020-07-10 14:06:49
mike_schatz,"JHU, Baltimore, MD",RT @DockstoreOrg: We've teamed up with @useAnVIL and @TerraBioApp to host a #BCC2020 workshop on reproducible analysis in the cloud using D…,2020-07-10 13:47:37
n_v_krish,"Cleveland, OH","RT @galaxyproject: #BCC2020 BoF: Galaxy-India: Launch &amp; Outreach Plans https://t.co/TWQDZOj09S BCC EAST July 21, at end of day. (There will…",2020-07-10 13:07:25
kosemani_samson,Nigeria,@Mustaph24575110 @galaxyproject @OBF_BOSC Bioinformatics conference and training,2020-07-10 12:33:33
VerhelstBr,"Koksijde, België:w",RT @laporte_didier: Goed nieuws ! Remco Evenepoel zal op zondag 30 augustus aan de start staan van #BCC20 https://t.co/a4sQLjREbi,2020-07-10 12:06:37
laporte_didier,Koksijde,Goed nieuws ! Remco Evenepoel zal op zondag 30 augustus aan de start staan van #BCC20 https://t.co/a4sQLjREbi,2020-07-10 12:01:28
AnnLorainePhD,"Concord, NC USA",I'm excited to attend BCC2020 https://t.co/3lCzGEXee0 #BCC2020 @sched,2020-07-10 11:33:40
Mustaph24575110,,@kosemani_samson @galaxyproject @OBF_BOSC Congratulations Samson . More are coming..  What is the fellowship about ?,2020-07-10 11:22:20
BrusselsCycClas,,"Brace yourself, @EvenepoelRemco will start in the Brussels Cycling Classic! 🤩 #BCC20 https://t.co/zVoajPmNpt",2020-07-10 11:20:46
jtedds,"Cambs, Leics (UK) / Europe","RT @galaxyproject: #BCC2020 BoF: Galaxy-India: Launch &amp; Outreach Plans https://t.co/TWQDZOj09S BCC EAST July 21, at end of day. (There will…",2020-07-10 10:19:34
kosemani_samson,Nigeria,@andrew_mtewa @galaxyproject @OBF_BOSC Thanks ☺,2020-07-10 10:00:23
Bukolarita,REHOBOTH,RT @kosemani_samson: Very excited to have been awarded Galaxy Community Fund Fellowship to participate in #BCC2020. A very huge thanks to t…,2020-07-10 08:49:09
JasonWilliamsNY,"Cold Spring Harbor, NY",RT @tsonika: Go Harpreet and Anshu! Great to see this materialising. See you there! #BCC2020,2020-07-10 08:34:51
andrew_mtewa,Blantyre,@kosemani_samson @galaxyproject @OBF_BOSC Nice. Congratulations @kosemani_samson,2020-07-10 08:05:46
tyagilab,Australia,"No book club next week due to #BCC2020 and #ISMB2020, see you all on 30th July! https://t.co/pGFsFM9EBi",2020-07-10 07:47:19
tsonika,"Melbourne,Australia",Go Harpreet and Anshu! Great to see this materialising. See you there! #BCC2020 https://t.co/1zhioA2VDp,2020-07-10 07:41:37
IFB_Bioinfo,France,"RT @galaxyproject: #BCC2020 BoF: Galaxy-India: Launch &amp; Outreach Plans https://t.co/TWQDZOj09S BCC EAST July 21, at end of day. (There will…",2020-07-10 07:33:02
sangram_ksahu,"Bengaluru, India",@galaxyproject @OBF_BOSC @bioclues Great to see this BoF :),2020-07-10 07:32:39
prashanthathri,"Bengaluru, India","RT @galaxyproject: #BCC2020 BoF: Galaxy-India: Launch &amp; Outreach Plans https://t.co/TWQDZOj09S BCC EAST July 21, at end of day. (There will…",2020-07-10 07:27:04
sangram_ksahu,"Bengaluru, India","RT @galaxyproject: #BCC2020 BoF: Galaxy-India: Launch &amp; Outreach Plans https://t.co/TWQDZOj09S BCC EAST July 21, at end of day. (There will…",2020-07-10 07:26:13
pvanheus,"Cape Town, South Africa","RT @galaxyproject: #BCC2020 BoF: Galaxy-India: Launch &amp; Outreach Plans https://t.co/TWQDZOj09S BCC EAST July 21, at end of day. (There will…",2020-07-10 07:24:24
galaxyproject,Penn State | Johns Hopkins | OHSU | Cleveland Clinic,"#BCC2020 BoF: Galaxy-India: Launch &amp; Outreach Plans https://t.co/TWQDZOj09S BCC EAST July 21, at end of day. (There… https://t.co/D9HujAYT14",2020-07-10 07:15:00
Emir_of_Ijero,No GPS,@kosemani_samson @galaxyproject @OBF_BOSC Help my life too now😭,2020-07-10 07:00:59
Emir_of_Ijero,No GPS,"@kosemani_samson @galaxyproject @OBF_BOSC Psalmseen now we will fight o.

You just forget me for whatsapp😭",2020-07-10 07:00:27
kosemani_samson,Nigeria,"@kanyerezi30 @galaxyproject @OBF_BOSC Thanks, Steve ☺",2020-07-10 06:52:51
kosemani_samson,Nigeria,@Familusikunle @galaxyproject @OBF_BOSC Thanks ☺,2020-07-10 06:52:03
MelBioInf,"Melbourne, Australia","Our July news is out now. Remember to register for #bcc2020, read about our work with @GalaxyAustralia… https://t.co/Pa81yP4Vae",2020-07-10 06:45:19
kanyerezi30,kampala,@kosemani_samson @galaxyproject @OBF_BOSC Congz Samson,2020-07-10 06:37:00
Familusikunle,Mambila Plateau,RT @kosemani_samson: Very excited to have been awarded Galaxy Community Fund Fellowship to participate in #BCC2020. A very huge thanks to t…,2020-07-10 06:28:54
Familusikunle,Mambila Plateau,"@kosemani_samson @galaxyproject @OBF_BOSC Whao....this is huge.
Congratulations!!!",2020-07-10 06:26:57
kosemani_samson,Nigeria,Very excited to have been awarded Galaxy Community Fund Fellowship to participate in #BCC2020. A very huge thanks t… https://t.co/fVPyhtNHaX,2020-07-10 06:18:36
hrhotz,,RT @galaxyproject: 6 out of 60 #BCC2020 Training sessions are already full. Others are close. https://t.co/PYvoOkCg44 Register by Midnight…,2020-07-10 06:11:52
galaxyproject,Penn State | Johns Hopkins | OHSU | Cleveland Clinic,6 out of 60 #BCC2020 Training sessions are already full. Others are close. https://t.co/PYvoOkCg44 Register by Midn… https://t.co/pDyI8Aqb4e,2020-07-10 05:11:54
MarcoDeLa83,"Perth, Western Australia","RT @OBF_BOSC: We know everyone's eager to hear how #BCC2020 will work! All attendees will be emailed instructions next week. Also, plan to…",2020-07-10 03:31:53
tnabtaf,"Eugene, OR",RT @stargao3: I'm excited to see the Galaxies we developed will be presented for Crop Science at BCC2020 https://t.co/gUS634chCQ #BCC2020 @…,2020-07-10 03:19:43
galaxyproject,Penn State | Johns Hopkins | OHSU | Cleveland Clinic,"RT @OBF_BOSC: We know everyone's eager to hear how #BCC2020 will work! All attendees will be emailed instructions next week. Also, plan to…",2020-07-10 03:19:05
galaxyproject,Penn State | Johns Hopkins | OHSU | Cleveland Clinic,RT @DockstoreOrg: We've teamed up with @useAnVIL and @TerraBioApp to host a #BCC2020 workshop on reproducible analysis in the cloud using D…,2020-07-10 03:18:46
bccdvo_official,,"#BCC2020 
#BCCWeGatherWeScatter https://t.co/7SCoYHX3iH",2020-07-10 00:24:11
