name,predict_gender,female_prob,male_prob,country,affiliation,race,black_prob,white_prob,hispanic_prob,api_prob,"Asian,GreaterEastAsian,EastAsian_prob","Asian,GreaterEastAsian,Japanese_prob","Asian,IndianSubContinent_prob","GreaterAfrican,Africans_prob","GreaterAfrican,Muslim_prob","GreaterEuropean,British_prob","GreaterEuropean,EastEuropean_prob","GreaterEuropean,WestEuropean,French_prob","GreaterEuropean,WestEuropean,Germanic_prob","GreaterEuropean,Jewish_prob","GreaterEuropean,WestEuropean,Hispanic_prob","GreaterEuropean,WestEuropean,Italian_prob","GreaterEuropean,WestEuropean,Nordic_prob",race_census
Paolo Di Tommaso,male,0.17846431317726094,0.8215356868227393,Spain,Seqera Labs,"GreaterEuropean,WestEuropean,Italian",0.035062354,0.9302812,0.022655271,0.012001146,0.0019083101,0.038123403,0.0198561,0.01236175,0.017042775,0.05858883,0.027304491,0.015337358,0.060970362,0.05729415,0.11751994,0.57233614,0.0013564065,white
Luke Trinity,female,0.7589323620194499,0.24106763798055,Canada,University of Victoria,"GreaterEuropean,British",0.094363816,0.86291915,0.03365402,0.009063046,0.017351534,0.00040563234,0.03043838,0.010847548,0.0050020097,0.86630726,0.01149815,0.020646628,0.012981707,0.0048435275,0.012662177,0.006193858,0.0008216476,white
Emmy Tsang,female,0.5786625849764301,0.42133741502356975,United Kingdom,eLife,"Asian,GreaterEastAsian,EastAsian",0.01913415,0.042997595,0.06042567,0.87744254,0.95145494,0.0067475527,0.0009173385,0.019144297,0.0021871317,0.010182303,0.0011049702,0.0012344962,0.0027719669,0.0006622169,0.0005816823,0.0004848231,0.0025263273,api
Nitesh Turaga,female,0.5456744045493539,0.4543255954506458,United States,Roswell Park Comprehensive Cancer Center,"GreaterEuropean,WestEuropean,Hispanic",0.027545813,0.5446018,0.27163363,0.15621871,0.0019572391,0.006170408,0.01518056,0.08577561,0.03179239,0.024632957,0.04161136,0.067093164,0.008229997,0.091598436,0.4578508,0.16547078,0.0026363113,white
Reetu Tuteja,male,0.3425244505862309,0.6574755494137693,United States,University of Arizona,"GreaterAfrican,Africans",0.115893774,0.8066146,0.050899982,0.026591606,0.001253088,0.00041449067,0.0047826623,0.5192326,0.0643141,0.027815485,0.17652582,0.020640071,0.0033701987,0.055611093,0.09487401,0.030538717,0.0006275426,white
Sonika Tyagi,female,0.9825659675953974,0.017434032404602017,Australia,Monash University,"Asian,IndianSubContinent",0.05934009,0.6633179,0.05690772,0.22043429999999997,0.000680816,0.008842953,0.68801963,0.09609495,0.1290344,0.017910725,0.0069827577,0.01445953,0.00029927393,0.018214555,0.010176686,0.008570021,0.0007136558,white
Bastian Greshake Tzovaras,male,0.4411264703893052,0.5588735296106946,Germany,openSNP,"GreaterEuropean,WestEuropean,Hispanic",0.012875697,0.10042179,0.7881429,0.098559596,0.0010427267,0.0007639577,0.12192053,0.024529774,0.085456826,0.030297842,0.02696755,0.16771981,0.035657,0.09836294,0.30564314,0.09506444,0.006573479,hispanic
Yves Vandenbrouck,male,0.2957672109366553,0.7042327890633447,France,French Alternative Energies and Atomic Energy Commission - CEA,"GreaterEuropean,British",0.029650162999999997,0.9539242,0.012480946000000001,0.0039447197,0.0059827957,0.0020070802,0.0003888102,0.0010564664,0.0005486008,0.38963446,0.01495254,0.17083937,0.3508474,0.034986038,0.017111981,0.0047459835,0.0068984213,white
Isabella Viney,female,0.9825659675953974,0.017434032404602017,United States,University of Arizona,"GreaterEuropean,British",0.18944849,0.79866314,0.008830889,0.0030575255,0.0031413047,0.001529308,0.0054016337,0.0067728763,0.0024736258,0.84747195,0.0054082572,0.070899576,0.006746542,0.022998644,0.0124427,0.013425357,0.001288205,white
Joel Weiser,male,0.4961049868702132,0.5038950131297869,Canada,Ontario Institute for Cancer Research,"GreaterEuropean,WestEuropean,Germanic",0.0024985542999999997,0.98104227,0.013667655,0.0027915471999999998,0.001839845,0.00023131217,0.0016373591,0.0025409202,0.0048278216,0.013595253,0.010122696,0.027404247,0.56914407,0.34695613,0.01584281,0.0023168551,0.0035406188,white
Heather Wiencko,male,0.20424982548744489,0.7957501745125553,Ireland,Hosted Graphite,"GreaterEuropean,British",0.0045697386,0.9791281999999999,0.010797025,0.0055050887,0.004137479,0.0030831185,0.0028066237,0.048552368,0.007558856,0.2685552,0.26180032,0.19874285,0.022063607,0.113713294,0.02208448,0.036779165,0.010122737,white
Wytamma Wirth,female,0.9825659675953974,0.017434032404602017,Australia,James Cook University,"GreaterEuropean,British",0.05022609,0.9380799999999999,0.0065076263,0.0051862644,0.013028432,0.0025399534,0.04270235,0.0063522398,0.012705819,0.55580634,0.02418198,0.06814143,0.13484433,0.08064415,0.029387303,0.007235633,0.022430032,white
Travis J De Wolfe,male,0.2957672109366553,0.7042327890633447,United States,University of Pittsburgh,"GreaterEuropean,British",0.015265893999999999,0.9741976000000001,0.0071150726,0.0034214315999999997,0.0011785154,0.00081519753,0.0021266267,0.007545402,0.0010447886,0.5468611,0.00822474,0.029232455,0.006965384,0.3480598,0.025994051,0.016525079,0.005426799,white
Peter Xie,male,0.20424982548744489,0.7957501745125553,United States,"University of California, Berkeley","Asian,GreaterEastAsian,EastAsian",0.0009386242599999999,0.02379318,0.004189469,0.9710788,0.9852851,0.0009848382,1.7168712e-05,0.00066600076,1.6735594e-05,0.0022298032,0.0011102505,0.0012660169,3.791316e-05,0.00019721256,0.0010352681,0.002542413,0.004611337,api
Jiwen Xin,male,0.4411264703893052,0.5588735296106946,United States,Scripps Research,"Asian,GreaterEastAsian,EastAsian",0.00016240546,0.0024938926,0.0009252963,0.9964185,0.9977385,0.0005964186,2.5403097e-06,0.00011319267,1.7916462e-05,0.00021353888,0.00043069056,0.0002947418,2.547497e-05,2.8621062e-05,0.00014376602,0.0003901488,4.5453103e-06,api
Xu Yang,male,0.3425244505862309,0.6574755494137693,Japan,University of Tokyo,"Asian,GreaterEastAsian,EastAsian",0.0005851997,0.0058345213,0.0028593002,0.990721,0.93632054,0.001480965,0.00041558855,0.0008491839,0.00057444774,0.028272819,0.0031962297,0.007209027,0.002897945,0.010381608,0.002256896,0.0008868316,0.0052578277,api
Yo Yehudi,male,0.17846431317726094,0.8215356868227393,United Kingdom,University of Cambridge,"GreaterAfrican,Muslim",0.005331658,0.9229849,0.024615487000000002,0.047068026,0.014203134,0.00021517107,0.17241299,0.12345644,0.51787734,0.016345184,0.014760608,0.0038378716,0.0033523887,0.12611169,0.0012688478,0.0014703054,0.0046880017,white
Chae Won Yu,female,0.7589323620194499,0.24106763798055,South Korea,Kangwon National University,"Asian,GreaterEastAsian,EastAsian",0.00082157925,0.0018901170000000002,0.0012641523,0.99602413,0.985699,0.011511939,0.00016143976,9.9456825e-05,0.0004784981,0.0013332149,0.00029144582,0.00017824749,1.3791742e-05,8.399485e-05,4.838627e-05,7.441041e-05,2.6353311e-05,api
Denis Yuen,male,0.2957672109366553,0.7042327890633447,Canada,Ontario Institute for Cancer Research,"Asian,GreaterEastAsian,EastAsian",0.0026636058,0.05515636,0.0039211754,0.9382588,0.97625285,0.0064680767,0.00019490071,8.2258994e-05,0.00067616027,0.002554563,0.001499136,0.0003091729,0.00011172082,0.010336805,7.035542e-05,8.381743e-05,0.0013599776,api
Pawel Zayakin,male,0.4961049868702132,0.5038950131297869,Unknown,,"GreaterEuropean,EastEuropean",0.024861604,0.8940799999999999,0.029607011000000003,0.05145141,0.0056967395,0.0017424726,0.00088251673,0.0034322415,0.030959053,0.005750571,0.89738405,0.016598158,0.0025252274,0.029314183,0.0019994064,0.0018519845,0.0018634943,white
Jia Zhang,female,0.9825659675953974,0.017434032404602017,Australia,James Cook University,"Asian,GreaterEastAsian,EastAsian",0.00014898561000000003,0.0015740467000000002,0.00046998763,0.99780697,0.9922673,5.0448296e-05,0.0004432954,0.00014195147,0.00080613344,0.0015911259,0.0010973251,0.0013145148,0.00023978873,0.00020936757,0.0009880256,0.00011742362,0.0007333075,api
Oleg Zharkov,male,0.2503492752892084,0.7496507247107911,Germany,University of Freiburg,"GreaterEuropean,EastEuropean",0.0021729758,0.26952744,0.013780478999999998,0.7145191,0.00015388016,0.0001133885,0.029369779,0.0008641425,0.12707676,0.001759755,0.8304555,0.0016316077,0.00039967377,0.0055171023,0.00062549877,0.00020531652,0.001827672,api
Mark Ziemann,male,0.052331067100742035,0.9476689328992576,Australia,Deakin University,"GreaterEuropean,WestEuropean,Germanic",0.0037232914000000002,0.98132163,0.011098948,0.0038562003000000003,0.0034262293,0.0034671128,0.0016319357,0.0041816696,0.0027342555,0.085431084,0.04284737,0.053682283,0.5997671,0.15946403,0.008311173,0.011522925,0.023532765,white
