name,predict_gender,female_prob,male_prob,country,affiliation,race,black_prob,white_prob,hispanic_prob,api_prob,"Asian,GreaterEastAsian,EastAsian_prob","Asian,GreaterEastAsian,Japanese_prob","Asian,IndianSubContinent_prob","GreaterAfrican,Africans_prob","GreaterAfrican,Muslim_prob","GreaterEuropean,British_prob","GreaterEuropean,EastEuropean_prob","GreaterEuropean,WestEuropean,French_prob","GreaterEuropean,WestEuropean,Germanic_prob","GreaterEuropean,Jewish_prob","GreaterEuropean,WestEuropean,Hispanic_prob","GreaterEuropean,WestEuropean,Italian_prob","GreaterEuropean,WestEuropean,Nordic_prob",race_census
Lincoln Stein,male,0.4411264703893052,0.5588735296106946,Canada,Ontario Institute for Cancer Research,"GreaterEuropean,Jewish",0.020751423999999997,0.9664649,0.010145513,0.0026381342,0.011716499,0.0022453507,0.00060812774,0.001228115,0.007596039,0.17733997,0.08676131,0.03126838,0.0908136,0.55243975,0.006675478,0.0014118569,0.029895434,white
Abigail Cabunoc Mayes,male,0.4961049868702132,0.5038950131297869,United States,Mozilla Foundation,"GreaterEuropean,British",0.2768109,0.7063899,0.012131441000000001,0.0046677655,0.014099523,0.0009371831,0.005985592,0.047639817,0.02235099,0.608913,0.015753914,0.054881983,0.013375294,0.093618296,0.09549263,0.015150579,0.01180117,white
Prashanth N Suravajhala,female,0.5456744045493539,0.4543255954506458,India,Birla Institute of Scientific Research,"Asian,IndianSubContinent",0.0029088112,0.08635476,0.032041,0.8786954,0.00020861515,0.00022415273,0.9902536,0.0012827016,0.0011535219,0.002899734,0.00034157216,0.00023848513,0.00012588155,0.000335857,0.0025888735,0.00033893113,7.96952e-06,api
Sebastien E Ramos-Onsins,male,0.4411264703893052,0.5588735296106946,Spain,Center for Research in Agricultural Genomics CSIC-IRTA-UAB-UB (CRAG),"GreaterEuropean,British",0.15431441,0.6858755999999999,0.01813685,0.14167320000000003,0.0010519166,0.0011315285,0.003985631,0.15552971,0.0021621608,0.6659683,0.002975771,0.0070543783,0.006697593,0.010241107,0.13736239,0.005722898,0.000116606956,white
Vijay Krishna Nagampalli,female,0.5786625849764301,0.42133741502356975,United States,Cleveland Clinic Foundation,"GreaterEuropean,WestEuropean,Italian",0.0011994311,0.16988154,0.017849678,0.81106937,0.0021433143,0.00478751,0.09443985,0.08257776,0.007027141,0.04009803,0.009166256,0.019341296,0.005382744,0.014021335,0.13135378,0.5880368,0.0016241805,api
Enis Afgan,male,0.2957672109366553,0.7042327890633447,United States,Johns Hopkins University,"GreaterEuropean,British",0.01393624,0.7373215,0.019587286000000002,0.22915496,0.008564836,0.037062857,0.021127148,0.0052841688,0.01270572,0.71262914,0.006426311,0.011578171,0.0037873532,0.16181144,0.01025043,0.008322099,0.00045040034,white
Ula Afgan,female,0.9825659675953974,0.017434032404602017,United States,GalaxyWorks,"GreaterEuropean,British",0.01393624,0.7373215,0.019587286000000002,0.22915496,0.008564836,0.037062857,0.021127148,0.0052841688,0.01270572,0.71262914,0.006426311,0.011578171,0.0037873532,0.16181144,0.01025043,0.008322099,0.00045040034,white
Walter Arancio,male,0.20424982548744489,0.7957501745125553,Italy,,"GreaterEuropean,WestEuropean,Hispanic",0.007241186,0.12240467,0.7743949,0.09595919,9.005606e-05,0.0038787008,0.00076836697,0.0037115002,0.0018423854,0.00509345,0.00030817432,0.038923457,0.00047541258,0.0035161737,0.6395952,0.30175623,4.0778858e-05,hispanic
Geraldine Van der Auwera,female,0.7589323620194499,0.24106763798055,United States,Broad Institute,"GreaterAfrican,Africans",0.009661705999999999,0.73684865,0.02436036,0.22912924,0.011976651,0.0025716529,0.11137934,0.43669555,0.022744868,0.06233653,0.027565889,0.055963513,0.007245553,0.0054805554,0.22178137,0.033542838,0.0007155692,white
Artem Babain,male,0.13483243662544891,0.8651675633745514,Canada,University of British Columbia,"GreaterAfrican,Muslim",0.09136126,0.89191324,0.007796806999999999,0.0089287525,0.00247913,0.0012843551,0.13891393,0.045017008,0.5592958,0.026475575,0.00729727,0.15900609,0.0037963456,0.048219264,0.0017783426,0.004215409,0.002221483,white
Daniel Baker,male,0.4961049868702132,0.5038950131297869,United States,Johns Hopkins University,"GreaterEuropean,British",0.16011874,0.8151788000000001,0.020452512,0.004249922,0.0015094359,0.00092111406,0.015010934,0.0021653883,0.0145846605,0.92876095,0.00091609656,0.008697286,0.0024636132,0.009006586,0.008190566,0.0037531739,0.0040202886,white
Dannon Baker,male,0.4411264703893052,0.5588735296106946,United States,Johns Hopkins University,"GreaterEuropean,British",0.16011874,0.8151788000000001,0.020452512,0.004249922,0.0015094359,0.00092111406,0.015010934,0.0021653883,0.0145846605,0.92876095,0.00091609656,0.008697286,0.0024636132,0.009006586,0.008190566,0.0037531739,0.0040202886,white
Chris Barnett,male,0.2957672109366553,0.7042327890633447,South Africa,University of Cape Town,"GreaterEuropean,British",0.09625247,0.8796305,0.016919317,0.0071976525,0.00300918,0.0018930786,0.012819159,0.001595011,0.0024165402,0.84697556,0.008037278,0.012228937,0.0008301939,0.087390855,0.014384426,0.005009598,0.0034101536,white
Prakash Basnet,female,0.5456744045493539,0.4543255954506458,South Korea,Kangwon National University,"GreaterEuropean,WestEuropean,French",0.09461783,0.85625196,0.035683602,0.013446578,0.0003506123,1.8850214e-05,0.0010929954,0.0009810581,0.0010578168,0.046253137,0.0026599686,0.9218347,0.0009956735,0.0100496095,0.011140624,0.0020259996,0.0015389067,white
Berenice Batut,female,0.7589323620194499,0.24106763798055,Germany,University of Freiburg,"GreaterAfrican,Muslim",0.11991831,0.81798947,0.029644521,0.03244769,0.0024370253,7.2656e-05,0.040142037,0.12691319,0.30098614,0.13129911,0.04172679,0.29997,0.0016264864,0.031901736,0.011256803,0.010920995,0.0007471484,white
Marius van den Beek,male,0.2957672109366553,0.7042327890633447,United States,Penn State University,"GreaterEuropean,British",0.079127975,0.91402215,0.0063472763,0.0005026583999999999,0.11581358,0.0063357623,0.027738353,0.07401808,0.10409246,0.30569962,0.118641295,0.031230684,0.036454268,0.053675603,0.039195787,0.047845215,0.039259225,white
Anshu Bhardwaj,male,0.3425244505862309,0.6574755494137693,India,Interdisciplinary Research Center (CRI) and CSIR-Institute of Microbial Technology,"Asian,IndianSubContinent",0.0031587747,0.03054585,0.0013262412,0.96496916,5.517205e-06,2.4194162e-07,0.9986259,5.176175e-05,0.00082490017,0.0004407547,1.5331474e-07,7.808799e-06,1.0181125e-07,1.2508627e-07,2.9168064e-05,6.438546e-06,7.2369603e-06,api
Dan Blankenberg,male,0.4411264703893052,0.5588735296106946,United States,"Genomic Medicine Institute, Cleveland Clinic Lerner Research Institute","GreaterEuropean,Jewish",0.008355685500000001,0.98120624,0.0091685485,0.0012695523,0.0012287553,0.0016856318,3.1211504e-05,0.0004997225,0.0016565163,0.042678405,0.045866325,0.010162806,0.040242247,0.7689142,0.013509402,0.0038668262,0.06965791,white
Grzegorz Boratyn,male,0.233666578177632,0.7663334218223676,United States,NCBI/NLM/NIH,"GreaterEuropean,EastEuropean",0.22655688,0.6800191,0.031930774,0.061493233,0.008624716,0.0013185214,0.008661068,0.0015026099,0.03701993,0.2178962,0.50255805,0.05135004,0.007972865,0.025601894,0.008369415,0.12735507,0.0017694682,white
Will Brandler,male,0.4961049868702132,0.5038950131297869,United States,Databricks,"GreaterEuropean,Jewish",0.06063231,0.92002946,0.015912048999999998,0.0034261191999999997,0.005674922,0.0028780382,0.0063741943,0.003991725,0.0038890142,0.32198527,0.07216707,0.053930514,0.07672877,0.37599304,0.045579225,0.023274602,0.007533667,white
Yvan Le Bras,male,0.4411264703893052,0.5588735296106946,France,French National Museum of Natural History,"Asian,IndianSubContinent",0.035299987000000005,0.9022024,0.053605262,0.008892296,0.0008589839,0.0020450081,0.265752,0.0046487986,0.0441072,0.12383048,0.06878659,0.12507617,0.1273568,0.13319045,0.06681711,0.004625502,0.032904927,white
Simon Bray,male,0.4411264703893052,0.5588735296106946,Germany,University of Freiburg,"GreaterEuropean,British",0.13193838,0.8423468000000001,0.022324119,0.0033907632000000003,0.0038211548,0.002328087,0.026294699,0.018483013,0.03508045,0.7055748,0.012637489,0.081962734,0.026299527,0.046351604,0.027832335,0.0033096978,0.0100243855,white
Anthony Bretaudeau,female,0.5786625849764301,0.42133741502356975,France,BIPAA/GenOuest,"GreaterEuropean,WestEuropean,French",0.0033532826,0.98575145,0.008754686999999999,0.002140592,9.487864e-05,0.00012646124,0.00033561938,0.0001496172,0.0001198818,0.07566887,0.0034541355,0.8999788,0.0026208216,0.0034691216,0.010343672,0.0016181528,0.0020199742,white
Peter Briggs,male,0.20424982548744489,0.7957501745125553,United Kingdom,University of Manchester,"GreaterEuropean,British",0.18816246,0.799643,0.011098068,0.0010965649,0.005010691,0.0042103305,0.0013938736,0.0024597244,0.002426014,0.92136943,0.0009384899,0.01727837,0.001523871,0.012121762,0.019856846,0.0050717453,0.006338739,white
Jaqueline J Brito,female,0.7589323620194499,0.24106763798055,United States,University of Southern California,"GreaterEuropean,WestEuropean,Hispanic",0.019995112,0.28476414,0.66249806,0.03274269,0.0038286122,0.012747784,0.025947616,0.0064566103,0.013223667,0.11114384,0.023464749,0.05736824,0.04009735,0.074177735,0.38024315,0.23254667,0.018754074,hispanic
Catherine Bromhead,female,0.7589323620194499,0.24106763798055,Australia,University of Melbourne,"GreaterEuropean,British",0.013698901999999999,0.9580354,0.018218253,0.0100474525,0.001711755,0.0012980918,0.0018598625,0.0067445673,0.002843486,0.8307305,0.012889589,0.024022581,0.0045674862,0.071035884,0.020383257,0.0054597557,0.016453186,white
Sean Buehler,male,0.4411264703893052,0.5588735296106946,United States,University of Connecticut,"GreaterEuropean,WestEuropean,Germanic",0.0024204599,0.9733656999999999,0.02100532,0.0032084694,0.002663896,0.0009860288,0.0010676553,0.0084283445,0.01603483,0.034413148,0.026609989,0.07441152,0.6426792,0.1658333,0.011207893,0.0049379366,0.010726199,white
Rob Buels,male,0.28371156204992304,0.7162884379500768,United States,"University of California, Berkeley","GreaterEuropean,British",0.28539476,0.65561295,0.05119105,0.007801252,0.014268492,0.00059345836,0.0006450748,0.02015118,0.009638726,0.39826766,0.023096925,0.03630862,0.22280179,0.20508906,0.055833817,0.008747707,0.004557434,white
Dieter Bulach,male,0.20424982548744489,0.7957501745125553,Australia,University of Melbourne,"GreaterEuropean,British",0.096006595,0.88564855,0.013040656000000001,0.005304198,0.027130043,0.0033363327,0.006220304,0.025766619,0.118586384,0.21036993,0.17697187,0.06867066,0.08568629,0.16515663,0.05729508,0.039232302,0.015577497,white
Daniela Butano,female,0.9825659675953974,0.017434032404602017,United Kingdom,University of Cambridge,"Asian,GreaterEastAsian,Japanese",0.0028901785,0.9382391999999999,0.045223936,0.013646743000000001,0.025559274,0.35366753,0.0014422252,0.061316073,0.009175792,0.020033658,0.0059274496,0.03013969,0.002372442,0.01317451,0.20699094,0.268798,0.0014025511,white
Louise Cabansay,female,0.7589323620194499,0.24106763798055,United States,"University of California, Santa Cruz","GreaterEuropean,WestEuropean,French",0.17351867,0.58787614,0.098921455,0.13968374,0.00056253123,0.0010360405,0.0011686359,0.012090539,0.011399562,0.07694339,0.0006110028,0.80984074,0.002997261,0.009527738,0.056725018,0.01609922,0.0009983446,white
Scott Cain,male,0.296259606862796,0.7037403931372039,Canada,Ontario Institute for Cancer Research,"GreaterEuropean,British",0.09355081,0.87609655,0.016392365,0.013960278999999999,0.0060433038,0.010174378,0.013907342,0.00022856453,0.000862742,0.8435198,0.0020976092,0.094542764,0.0027964655,0.007810051,0.008317812,0.008513843,0.0011853538,white
Martin Cech,male,0.4411264703893052,0.5588735296106946,Czechia,Free Element,"GreaterEuropean,British",0.0073569473,0.90984124,0.04436916,0.038432617,0.033468835,0.07587523,0.024435917,0.011252637,0.02887461,0.26049423,0.16947238,0.033227485,0.05102588,0.113950096,0.08345035,0.064760536,0.04971175,white
Brad Chapman,male,0.14564986557001305,0.8543501344299869,United States,Harvard University,"GreaterEuropean,British",0.122502044,0.8491219999999999,0.024555722000000002,0.0038201816,0.0030370723,0.000340963,0.0071097626,0.0010340768,0.0008968809,0.9510404,0.00044927347,0.024519889,0.0007153075,0.0065887193,0.002687633,0.0015149357,6.5244276e-05,white
Sona Charles,female,0.9825659675953974,0.017434032404602017,India,Bharathiar University,"GreaterEuropean,British",0.4910893,0.47161755,0.033790607,0.0035025233,0.004387605,0.005180446,0.01816433,0.003203586,0.0059768474,0.7110741,0.005864213,0.082174055,0.0114428,0.08498184,0.03690617,0.021604098,0.009039745,black
Dmytro Chebotarov,male,0.17846431317726094,0.8215356868227393,Taiwan,International Rice Research Institute,"GreaterEuropean,EastEuropean",0.003452674,0.95981276,0.031102272,0.0056323563,6.9381975e-05,8.1449e-05,0.00066523347,0.00023300582,0.00887749,0.0010498896,0.9719143,0.0010656127,0.0008974249,0.014023555,0.00037761222,0.00021351394,0.0005314967,white
Tyrone Chen,female,0.7589323620194499,0.24106763798055,Australia,Monash University,"Asian,GreaterEastAsian,EastAsian",0.004138276,0.010262096,0.004654848,0.98094475,0.9454943,0.0015761483,0.001255082,0.0003394799,0.0004968073,0.021351635,0.0015047495,0.0017539235,0.0006453779,0.01722373,0.0016325641,0.0017720663,0.0049542454,api
Matteo Chiara,male,0.17846431317726094,0.8215356868227393,Italy,University of Milan,"GreaterEuropean,WestEuropean,Italian",0.0032272871999999998,0.48676938,0.5065497999999999,0.0034534896000000003,0.0035711634,0.0028826748,0.020331947,0.07328569,0.0140285045,0.020119464,0.0112928385,0.14520337,0.005687746,0.07083245,0.15546021,0.47697255,0.0003313312,hispanic
John Chilton,male,0.4411264703893052,0.5588735296106946,United States,Penn State University,"GreaterEuropean,British",0.21182087,0.76764673,0.010584531000000001,0.009947851,0.00049260526,0.0010032165,0.002064576,0.0013307256,0.000541195,0.9461197,0.0011488241,0.029469566,0.0006806662,0.010758576,0.0032479179,0.0015180409,0.0016243058,white
Ken Cho,male,0.4411264703893052,0.5588735296106946,Hong Kong,GigaScience,"Asian,GreaterEastAsian,EastAsian",0.0020313975,0.0229926,0.0040866140000000006,0.97088933,0.7889752,0.0082098385,0.00395334,0.021982154,0.0014576754,0.032960735,0.0064789494,0.024014698,0.011597261,0.0067434567,0.011067423,0.07640795,0.006151592,api
Jessica Chung,female,0.9825659675953974,0.017434032404602017,Australia,University of Melbourne,"Asian,GreaterEastAsian,EastAsian",0.0017641142,0.006105264599999999,0.008836745,0.9832939,0.9115144,0.00035863192,0.00092610484,0.00026295372,0.00039728612,0.031961467,0.007807689,0.015390382,0.0031667708,0.010912723,0.005540294,0.00019686624,0.011564366,api
Dave Clements,female,0.7589323620194499,0.24106763798055,United States,Johns Hopkins University,"GreaterEuropean,British",0.050127637,0.9288732,0.01614195,0.0048572584,0.0031336176,0.0016060355,0.0020574122,0.013186551,0.00096655183,0.86709803,0.0077508204,0.04506988,0.0070327367,0.012417916,0.014558078,0.0225359,0.0025865773,white
Irene Cobo,female,0.7589323620194499,0.24106763798055,United States,University of Connecticut,"GreaterEuropean,WestEuropean,Italian",0.09138347,0.74156415,0.15828003,0.008772378,0.018352136,0.007528465,0.010361527,0.10670737,0.009257897,0.21458365,0.017412595,0.057081543,0.0059163175,0.110041335,0.15552719,0.27446342,0.012766531,white
Peter Cock,male,0.20424982548744489,0.7957501745125553,United Kingdom,James Hutton Institute,"GreaterEuropean,British",0.08399069,0.8985941999999999,0.015104076000000001,0.0023109695999999997,0.018775092,0.009463172,0.0018896252,0.0019156245,0.0011288224,0.8863801,0.004837032,0.04632133,0.004174901,0.010241251,0.009529401,0.0029034803,0.0024402142,white
Sergio Contrino,male,0.17846431317726094,0.8215356868227393,United Kingdom,University of Cambridge,"GreaterEuropean,WestEuropean,Italian",0.0035686846999999997,0.91312903,0.07082461,0.012477702,0.0005247371,0.00096304575,0.00032817046,0.0014855299,0.0007105193,0.0072223265,0.004932715,0.025972793,0.0028484212,0.008560419,0.2059192,0.73998636,0.0005457914,white
Justin Cook,male,0.4411264703893052,0.5588735296106946,Canada,Ontario Institute for Cancer Research,"GreaterEuropean,British",0.12034028,0.8705074,0.008284063000000001,0.0008682344,0.004843024,0.0009483791,0.001837005,0.002943306,0.0013953703,0.96913713,0.0003076007,0.0035077163,0.0011855417,0.0060244827,0.0032767884,0.0043398454,0.00025372667,white
Ira Cooke,female,0.9825659675953974,0.017434032404602017,Australia,James Cook University,"GreaterEuropean,British",0.19859968,0.7912233,0.0076981746,0.0024788836,0.0030715617,0.00022828215,0.008703775,0.0051302663,0.0032119483,0.9685869,0.00024333649,0.003451382,0.0010959597,0.0034738984,0.001953564,0.0007367801,0.00011242449,white
Frederik Coppens,male,0.052331067100742035,0.9476689328992576,Belgium,VIB-UGent Center for Plant Systems Biology,"GreaterEuropean,British",0.113265365,0.865029,0.019382082,0.0023235932,0.016438808,0.004726349,0.0116241835,0.003846366,0.0052707833,0.5125855,0.009534423,0.17866495,0.11786501,0.06150775,0.037918713,0.016263058,0.023753906,white
Nate Coraor,female,0.7589323620194499,0.24106763798055,United States,Penn State University,"GreaterEuropean,Jewish",0.07670347,0.8735733,0.035388265,0.014334983999999999,0.006325298,0.0045705265,0.028803054,0.048953373,0.014723754,0.28852284,0.006053096,0.06148758,0.0027636592,0.36475298,0.08793698,0.07981337,0.0052934913,white
Gianmauro Cuccuru,male,0.17846431317726094,0.8215356868227393,Germany,University of Freiburg,"GreaterEuropean,WestEuropean,Italian",0.085715264,0.86958814,0.029061947,0.015634669,0.0019613283,0.0034030227,0.00050523586,0.0032883696,0.0030006375,0.052854735,0.010094739,0.086259484,0.009462401,0.031258173,0.20237729,0.5907739,0.004760679,white
Thom Cuddihy,male,0.13483243662544891,0.8651675633745514,Australia,QFAB,"GreaterEuropean,British",0.025621146,0.9372719999999999,0.016364358,0.020742448,0.0032460075,0.0014534103,0.005344246,0.0028184042,0.010541963,0.9194728,0.008481776,0.009316705,0.0016545885,0.0065796347,0.019945413,0.0028877005,0.008257261,white
Kam D Dahlquist,male,0.13483243662544891,0.8651675633745514,United States,Loyola Marymount University,"GreaterEuropean,British",0.0013279779999999998,0.98304695,0.013980963999999999,0.0016440845,0.01934349,0.0031058872,0.0038341614,0.0018558254,0.0037323483,0.7101532,0.0062245503,0.10253286,0.08796623,0.017530708,0.017025176,0.0061808485,0.020514619,white
Nicholas Darci-Maher,male,0.2957672109366553,0.7042327890633447,United States,"University of California, Los Angeles","GreaterEuropean,WestEuropean,Italian",0.040387362,0.9438003,0.013519719,0.0022927064,0.014820793,0.04087403,0.005125175,0.0337918,0.10291102,0.19564201,0.10672065,0.04304579,0.015505684,0.035473228,0.047158353,0.34229952,0.016631933,white
Henry Davidge,female,0.5786625849764301,0.42133741502356975,United States,Databricks,"GreaterEuropean,British",0.10762407,0.8532323,0.029695317000000002,0.009448303,0.000654412,0.0014250051,0.0023386902,0.0060254876,0.0002916945,0.9517777,0.00079939887,0.004555487,0.00019989908,0.026450008,0.0017163216,0.0036236856,0.00014215364,white
Assunta DeSanto,female,0.9825659675953974,0.017434032404602017,United States,Penn State University,"GreaterEuropean,WestEuropean,Italian",0.00040426297,0.9709273000000002,0.015439636999999999,0.013228853999999998,0.0013931734,0.010963346,0.039277356,0.0075463275,0.0012800251,0.03128497,0.0017376179,0.016511438,0.0049272594,0.011814652,0.17677209,0.69399935,0.0024924278,white
Colin Diesh,male,0.4411264703893052,0.5588735296106946,United States,"University of California, Berkeley","GreaterEuropean,British",0.10113079999999999,0.879056,0.016127057,0.003686192,0.08277042,0.0003299217,0.29113495,0.040285684,0.022989092,0.37046245,0.016970525,0.07442532,0.022803968,0.049429744,0.016555248,0.009439767,0.0024029831,white
Allissa Dillman,female,0.9825659675953974,0.017434032404602017,United States,NIH,"GreaterEuropean,British",0.08618108,0.88859594,0.022865275,0.0023576668,0.00014771149,0.00029532734,0.0059781526,0.0012843921,0.011031343,0.79019046,0.0052475533,0.03968613,0.0015817763,0.12832293,0.012734548,0.0015408501,0.0019587853,white
Xengie Doan,female,0.7589323620194499,0.24106763798055,United States,Sage Bionetworks,"GreaterEuropean,British",0.022568135,0.41368523,0.018785486,0.5449611,0.011425545,0.01163653,0.0066396156,0.023910081,0.014142383,0.69408005,0.013376603,0.0714896,0.0037882328,0.09506112,0.04081154,0.012198113,0.0014405391,api
Maria Doyle,female,0.9825659675953974,0.017434032404602017,Australia,Peter MacCallum Cancer Centre,"GreaterEuropean,British",0.027964534,0.9590361999999999,0.010160012,0.0028392505,0.00078929134,0.00025703668,0.0071177213,0.006320292,0.0043311166,0.8757268,0.0017429191,0.07642943,0.0012279713,0.012809289,0.007468632,0.0026120918,0.0031675159,white
Bert Droesbeke,male,0.296259606862796,0.7037403931372039,Belgium,VIB,"GreaterEuropean,WestEuropean,Germanic",0.012800183,0.9757415999999999,0.010208379,0.0012498165,0.0036234,0.006794694,0.0018624577,0.012580831,0.0024277987,0.30130237,0.039436672,0.02197402,0.3157837,0.25584427,0.007898054,0.002270582,0.028201083,white
Andrew Duncan,male,0.21459937010638025,0.7854006298936195,Canada,Ontario Institute for Cancer Research,"GreaterEuropean,British",0.20812085,0.7787425,0.010415052,0.002721554,0.006333122,0.002355154,0.008994227,0.0021820627,0.0034840293,0.8909913,0.00036122295,0.052836247,0.0008896581,0.0070940764,0.0064648194,0.017003858,0.0010102018,white
Nathan Dunn,male,0.4411264703893052,0.5588735296106946,United States,Lawrence Berkeley National Lab,"GreaterEuropean,British",0.10041424,0.8795838,0.009798681,0.010203263,0.0013651233,0.0006660494,0.058935616,0.0007008607,0.0012929406,0.853778,0.0033351243,0.002077288,0.008670779,0.031493515,0.0043661366,0.00139942,0.03191894,white
Scott Edmunds,male,0.296259606862796,0.7037403931372039,Hong Kong,GigaScience,"GreaterEuropean,British",0.11905068,0.8526984000000001,0.021160156,0.0070908014,0.002202966,0.0044499882,0.0018107372,0.0027205711,0.0050568413,0.85756356,0.0016670128,0.043939576,0.003186124,0.029780155,0.016926719,0.020390721,0.010304933,white
Ignacio Eguinoa,male,0.17846431317726094,0.8215356868227393,Belgium,ELIXIR Belgium - VIB Center for Plant Systems Biology,"GreaterEuropean,WestEuropean,Hispanic",0.0042846967,0.07104234400000001,0.8519601000000001,0.07271286,0.0025882856,0.0044391737,2.5709243e-05,0.047362294,0.0028666682,0.018745907,0.057383772,0.035866465,5.1954015e-05,0.025357243,0.79867345,0.006598545,4.042349e-05,hispanic
Phil Ewels,male,0.4961049868702132,0.5038950131297869,Sweden,Science for Life Laboratory,"GreaterEuropean,British",0.2156776,0.75802404,0.023790162000000004,0.0025081462,0.0037599348,0.0013109782,0.00053461135,0.015309805,0.0016874368,0.883715,0.0028749416,0.033122674,0.012935955,0.02772942,0.01138484,0.0047335424,0.0009008658,white
Matthias Fahrner,male,0.2957672109366553,0.7042327890633447,Germany,University of Freiburg,"GreaterEuropean,Jewish",0.0065606959999999995,0.9758792,0.012587578,0.004972481,0.0025577864,0.002337169,0.0025433886,0.0044930917,0.025823561,0.065703675,0.04072021,0.08533778,0.22722758,0.32205582,0.055105284,0.067795336,0.098299354,white
Akinyemi Mandela Fasemore,female,0.8659979274030714,0.13400207259692906,Unknown,,"GreaterEuropean,British",0.20297107,0.74825066,0.03974244,0.009035831,0.0032634244,0.015243318,0.017266782,0.22648576,0.06337074,0.22666162,0.0056229574,0.11634487,0.0020746605,0.075201124,0.14498511,0.06756051,0.035919093,white
Karen Feng,male,0.4411264703893052,0.5588735296106946,United States,Databricks,"Asian,GreaterEastAsian,EastAsian",0.0022630165,0.017185455,0.009845459,0.9707061,0.9617439,0.0008175181,0.0008238423,0.0017785417,0.0004838334,0.013263853,0.001117793,0.0026363507,0.0018368703,0.0014379839,0.0019105586,0.0017379955,0.010410923,api
Chris Fields,male,0.2957672109366553,0.7042327890633447,United States,University of Illinois Urbana-Champaign,"GreaterEuropean,British",0.4003609,0.58647716,0.011536207,0.0016256893,0.0104368115,0.0018424466,0.0012785284,0.0022262617,0.0012467669,0.8678478,0.00710338,0.007594387,0.0051979325,0.08559278,0.003911696,0.0045370283,0.0011842139,white
Legana Fingerhut,female,0.9825659675953974,0.017434032404602017,Australia,James Cook University,"GreaterEuropean,British",0.010877933999999999,0.97042173,0.014736214,0.0039640465,0.01673677,0.0026271008,0.000457693,0.006481277,0.0043296185,0.38467646,0.07486857,0.05224148,0.07852009,0.31132802,0.05240689,0.009217727,0.00610821,white
Lydia Fleischmann,female,0.9825659675953974,0.017434032404602017,United States,NCBI/ NIH,"GreaterEuropean,Jewish",0.004195189,0.97744864,0.009798528,0.008557598000000001,0.000572988,0.001156629,0.0006132906,0.00059155555,0.0029541217,0.035749316,0.053302824,0.07733037,0.2816724,0.4137267,0.06472886,0.009902059,0.057698913,white
Evan Floden,male,0.4411264703893052,0.5588735296106946,Spain,Seqera Labs,"GreaterEuropean,British",0.122236654,0.8443337,0.030692311,0.002737357,0.002482342,0.0028259782,0.0057888394,0.00093676936,0.0017954034,0.7266858,0.016539417,0.033932086,0.012466981,0.10615142,0.024592035,0.009597912,0.0562051,white
Melanie Foll,female,0.7589323620194499,0.24106763798055,United States,Northeastern University,"GreaterEuropean,British",0.05803573,0.9295450000000001,0.010948696,0.0014706422,0.010055949,0.006673475,0.005882888,0.03507961,0.0039628805,0.7100525,0.030395115,0.020546885,0.028527454,0.07021209,0.036415458,0.011647686,0.030547978,white
Anne Fouilloux,female,0.7589323620194499,0.24106763798055,Norway,University of Oslo,"GreaterEuropean,WestEuropean,French",0.07978161,0.9102478,0.009502106,0.00046852342000000004,0.0005782483,5.687404e-05,0.00014747446,0.01504891,0.0028970197,0.025114816,0.00010823276,0.9298075,0.00029838286,0.0020197907,0.022100348,0.0015165798,0.0003058611,white
Michael Franklin,male,0.4961049868702132,0.5038950131297869,Australia,University of Melbourne,"GreaterEuropean,British",0.41060096,0.5514600000000001,0.032240245,0.0056987726,0.0032081245,0.0015626878,0.00043936307,0.00047152105,0.0001581618,0.6070011,0.027932497,0.11720543,0.009140518,0.21007298,0.0070335106,0.010661021,0.005113139,white
Nowlan Freese,male,0.4411264703893052,0.5588735296106946,United States,University of North Carolina Charlotte,"GreaterEuropean,British",0.07985356,0.90056014,0.015731553,0.0038547455,0.009571528,0.0030654634,0.03047794,0.009904689,0.0068507027,0.8174624,0.013044698,0.016532902,0.010071763,0.02920444,0.019843953,0.022011332,0.011958136,white
Xavier Garnier,male,0.20424982548744489,0.7957501745125553,France,"University of Rennes, Inria, CNRS, IRISA","GreaterEuropean,WestEuropean,French",0.18363628,0.7937003,0.019424457,0.0032389640000000004,0.0024615948,0.0001089714,0.0050914404,0.0010118516,0.0005839411,0.13548286,0.003053053,0.8287136,0.0010900353,0.0088246055,0.00848285,0.0049031316,0.00019207293,white
Anamika Singh Gaur,female,0.9825659675953974,0.017434032404602017,India,CSIR - Indian Institute of Chemical Technology,"Asian,IndianSubContinent",0.016377354,0.5899298000000001,0.012521988999999999,0.38117084,0.009278765,0.0008418787,0.28920728,0.006147823,0.013826417,0.21804886,0.045723367,0.22332981,0.01119746,0.15038148,0.011204696,0.0078468025,0.012965308,white
Sonya Geange,female,0.9825659675953974,0.017434032404602017,Norway,University of Bergen,"GreaterEuropean,British",0.12195959,0.8466908999999999,0.02555939,0.0057900753,0.0010393455,0.00050713035,0.0010987113,0.037638143,0.0005352493,0.87588555,0.0009704072,0.066221096,0.0021302903,0.0033985663,0.0018178043,0.006184446,0.0025733323,white
Rishi Ghose,female,0.8659979274030714,0.13400207259692906,United Kingdom,Databricks,"Asian,IndianSubContinent",0.07314513,0.8136826,0.02463227,0.08854001,0.00079094316,0.00031550965,0.9533316,0.006218011,0.0019985172,0.014307939,0.00033860805,0.013856851,0.00044809296,0.004423565,0.00057961774,0.0032511905,0.00013963212,white
