name,predict_gender,female_prob,male_prob,country,affiliation,race,black_prob,white_prob,hispanic_prob,api_prob,"Asian,GreaterEastAsian,EastAsian_prob","Asian,GreaterEastAsian,Japanese_prob","Asian,IndianSubContinent_prob","GreaterAfrican,Africans_prob","GreaterAfrican,Muslim_prob","GreaterEuropean,British_prob","GreaterEuropean,EastEuropean_prob","GreaterEuropean,WestEuropean,French_prob","GreaterEuropean,WestEuropean,Germanic_prob","GreaterEuropean,Jewish_prob","GreaterEuropean,WestEuropean,Hispanic_prob","GreaterEuropean,WestEuropean,Italian_prob","GreaterEuropean,WestEuropean,Nordic_prob",race_census
Simon Gladman,male,0.4429060588236418,0.5570939411763579,Simon Gladman,Simon Gladman,"GreaterEuropean,Jewish",0.15688942,0.8234060999999999,0.016887283,0.0028171765000000004,0.0016774569,0.0016969227,0.000110721776,0.0013641727,0.0005213538,0.22379328,0.021749916,0.017268103,0.014837859,0.7021038,0.0067736977,0.007144278,0.0009585027,white
Carole Goble,female,0.7550955466545506,0.24490445334544936,Carole Goble,Carole Goble,"GreaterEuropean,British",0.13965429999999998,0.8345565,0.019370383,0.0064188014,0.004404598,0.0029423272,0.004856646,0.0036839154,0.0017682853,0.7783981,0.005563045,0.01914231,0.0027178205,0.14319332,0.0185387,0.012378643,0.0024122698,white
Jeremy Goecks,female,0.5899989874919701,0.4100010125080299,Jeremy Goecks,Jeremy Goecks,"GreaterEuropean,British",0.06618343,0.9179463999999999,0.011920121,0.0039500906,0.01782874,0.008702186,0.0023861208,0.0017641954,0.0010705199,0.60849684,0.003702205,0.062969826,0.12207881,0.051275276,0.0927543,0.010199747,0.016771154,white
Sergey Golitsynskiy,female,0.5899989874919701,0.4100010125080299,Sergey Golitsynskiy,Sergey Golitsynskiy,"GreaterEuropean,EastEuropean",0.024485637,0.95716834,0.016629618,0.0017164045,0.00016834294,0.0003472087,0.00022346739,0.00034592877,0.0016318015,0.002441111,0.96446544,0.00046497004,0.0012024791,0.02651195,0.0008122349,0.00088836986,0.00049663614,white
Laurie Goodman,female,0.7550955466545506,0.24490445334544936,Laurie Goodman,Laurie Goodman,"GreaterEuropean,Jewish",0.18657826,0.7979948,0.012293741,0.0031331909999999996,0.0018547416,0.01558301,0.0015427824,0.0006408795,0.00046904339,0.33142468,0.0062972303,0.0123472335,0.0033714664,0.61410713,0.009263437,0.0029347914,0.00016359735,white
Nuwan Goonasekera,male,0.4429060588236418,0.5570939411763579,Nuwan Goonasekera,Nuwan Goonasekera,"Asian,IndianSubContinent",0.008494518000000001,0.78307426,0.06676457,0.14166668,0.0011238509,0.032128643,0.9559929,0.00422457,0.0018148157,0.0012213343,0.00016938857,0.00082771963,8.0639664e-05,0.00032220848,0.0013277767,0.00075220154,1.3868835e-05,white
Juleen Graham,male,0.4429060588236418,0.5570939411763579,Juleen Graham,Juleen Graham,"GreaterEuropean,British",0.23036939,0.74929065,0.017817948,0.002522022,0.025525492,0.0031480226,0.027295163,0.00868841,0.0024444356,0.8382895,0.0012083179,0.017136432,0.002292709,0.034946613,0.01588871,0.020764574,0.0023716448,white
Emily Grau,female,0.5899989874919701,0.4100010125080299,Emily Grau,Emily Grau,"GreaterEuropean,WestEuropean,Hispanic",0.025279786000000002,0.89394575,0.03990636,0.04086814,0.0028190324,0.009177344,0.01774065,0.008568264,0.0038591556,0.13645788,0.095571205,0.13116142,0.17249994,0.17916276,0.19803251,0.016043112,0.028906714,white
Tim Griffin,male,0.1564935928145776,0.8435064071854221,Tim Griffin,Tim Griffin,"GreaterEuropean,British",0.3014239,0.67848045,0.016996233,0.0030994446,0.0053273574,0.0005650442,0.00070815865,0.0048335837,0.0016033367,0.82083833,0.014052688,0.09829432,0.0010719986,0.03494491,0.009300168,0.007917402,0.00054280873,white
Bjorn Gruning,male,0.4429060588236418,0.5570939411763579,Bjorn Gruning,Bjorn Gruning,"GreaterEuropean,British",0.051949997000000005,0.9321210999999999,0.013488126999999999,0.0024407369,0.006102666,0.004098048,0.020791283,0.008505947,0.017215395,0.46063012,0.03571928,0.033576515,0.28885293,0.03053432,0.022275653,0.008189198,0.06350861,white
Andrea Guarracino,female,0.9832163392002976,0.016783660799702234,Andrea Guarracino,Andrea Guarracino,"GreaterEuropean,WestEuropean,Italian",0.0023773776,0.8384610999999998,0.15181664,0.007344832,0.000100504345,0.0008157838,1.6824433e-05,0.0013888918,0.00054067903,0.0034075733,0.000783536,0.07963115,0.0031544704,0.0059418567,0.23522873,0.6686343,0.00035562867,white
Lorain Gueguen,male,0.4429060588236418,0.5570939411763579,Lorain Gueguen,Lorain Gueguen,"Asian,GreaterEastAsian,EastAsian",0.0051273643,0.1259161,0.78319204,0.085764505,0.4459276,0.0024381997,0.0015550551,0.021352014,0.07038456,0.049232878,0.004102831,0.16226707,0.056192677,0.039188698,0.13765574,0.0014296932,0.008272964,hispanic
Aysam Guerler,male,0.1564935928145776,0.8435064071854221,Aysam Guerler,Aysam Guerler,"GreaterEuropean,WestEuropean,Germanic",0.044485147999999995,0.9361825999999999,0.016363041000000002,0.0029691884000000003,0.00204538,0.0010193774,0.002526472,0.005244136,0.0025004717,0.06603522,0.04226571,0.06457343,0.39120767,0.35887715,0.03592794,0.021824347,0.005952753,white
Pooja Gupta,female,0.9832163392002976,0.016783660799702234,Pooja Gupta,Pooja Gupta,"Asian,IndianSubContinent",0.00042870967,0.011125744,0.0019401549,0.98650545,0.00024470317,0.00039917202,0.9800275,0.0010799158,0.0010836214,0.010271305,0.0010868909,0.0005897838,0.00030475124,0.0021825437,0.0006549633,0.0020563542,1.8551622e-05,api
Johan Gustafsson,male,0.4429060588236418,0.5570939411763579,Johan Gustafsson,Johan Gustafsson,"GreaterEuropean,EastEuropean",0.009066870999999999,0.9801354,0.008884009,0.0019137245999999999,0.002968566,0.0008247027,0.0044239727,0.009224799,0.0025024759,0.17806332,0.3494025,0.017785653,0.027218163,0.120144926,0.016675992,0.0028204897,0.26794446,white
Asis Hallab,male,0.2853764248283112,0.7146235751716887,Asis Hallab,Asis Hallab,"GreaterAfrican,Muslim",0.0076393564,0.9572013,0.019621095,0.015538183999999998,0.0003772393,0.0004223091,0.032003842,0.06255854,0.47972196,0.09826673,0.026950374,0.021489628,0.05137435,0.17075118,0.012539624,0.016875949,0.026668293,white
Omar Harb,male,0.1863785023882097,0.8136214976117904,Omar Harb,Omar Harb,"GreaterEuropean,British",0.11844243,0.8422423000000001,0.032485463,0.0068297847,0.0042673764,0.0040650917,0.0091420505,0.010851433,0.061587974,0.27127582,0.054790664,0.14372788,0.055184733,0.17467761,0.016876554,0.043141633,0.1504112,white
